position
"{'lat': 44.800219, 'lon': -93.515943}"
"{'lat': 45.104345, 'lon': -93.457102}"
"{'lat': 45.104437, 'lon': -93.456387}"
"{'lat': 45.067251, 'lon': -93.444029}"
"{'lat': 44.967812, 'lon': -93.437858}"
"{'lat': 44.972317, 'lon': -93.435341}"
"{'lat': 45.105555, 'lon': -93.453284}"
"{'lat': 45.105532, 'lon': -93.452437}"
"{'lat': 44.800462, 'lon': -93.508474}"
"{'lat': 45.097655, 'lon': -93.448295}"
"{'lat': 44.799499, 'lon': -93.508178}"
"{'lat': 45.104234, 'lon': -93.449114}"
"{'lat': 45.094457, 'lon': -93.442746}"
"{'lat': 44.65616, 'lon': -84.13052}"
"{'lat': 45.061388, 'lon': -83.482203}"
"{'lat': 45.06206, 'lon': -83.47949}"
"{'lat': 45.078048, 'lon': -83.475998}"
"{'lat': 45.04298, 'lon': -83.45949}"
"{'lat': 45.04397, 'lon': -83.45676}"
"{'lat': 45.043569, 'lon': -83.455882}"
"{'lat': 45.04522, 'lon': -83.4524}"
"{'lat': 45.087394, 'lon': -83.457244}"
"{'lat': 45.048535, 'lon': -83.446119}"
"{'lat': 45.07264, 'lon': -83.44532}"
"{'lat': 45.07161, 'lon': -83.44498}"
"{'lat': 45.062945, 'lon': -83.435789}"
"{'lat': 45.41144, 'lon': -83.82505}"
"{'lat': 45.42135, 'lon': -83.81258}"
"{'lat': 45.038463, 'lon': -84.672952}"
"{'lat': 44.991, 'lon': -84.67656}"
"{'lat': 45.02768, 'lon': -84.68014}"
"{'lat': 45.027082, 'lon': -84.681427}"
"{'lat': 45.027482, 'lon': -84.683074}"
"{'lat': 45.02764, 'lon': -84.6831}"
"{'lat': 45.02776, 'lon': -84.68438}"
"{'lat': 45.0271, 'lon': -84.68479}"
"{'lat': 45.030273, 'lon': -84.687378}"
"{'lat': 45.027825, 'lon': -84.691845}"
"{'lat': 45.02777, 'lon': -84.69566}"
"{'lat': 45.02711, 'lon': -84.69584}"
"{'lat': 45.028043, 'lon': -84.698575}"
"{'lat': 45.026987, 'lon': -84.721442}"
"{'lat': 45.403691, 'lon': -84.609703}"
"{'lat': 45.402919, 'lon': -84.612724}"
"{'lat': 44.41412, 'lon': -84.11579}"
"{'lat': 44.659973, 'lon': -84.708417}"
"{'lat': 44.654191, 'lon': -84.707245}"
"{'lat': 44.653974, 'lon': -84.707723}"
"{'lat': 44.653264, 'lon': -84.709071}"
"{'lat': 44.64873, 'lon': -84.7082}"
"{'lat': 44.655009, 'lon': -84.736071}"
"{'lat': 44.601289, 'lon': -84.711226}"
"{'lat': 44.50032, 'lon': -84.59663}"
"{'lat': 45.421789, 'lon': -84.813039}"
"{'lat': 45.62795, 'lon': -84.479059}"
"{'lat': 45.630329, 'lon': -84.479804}"
"{'lat': 45.630552, 'lon': -84.48127}"
"{'lat': 45.634333, 'lon': -84.48329}"
"{'lat': 45.645462, 'lon': -84.475672}"
"{'lat': 45.204409, 'lon': -84.997829}"
"{'lat': 44.433956, 'lon': -83.330295}"
"{'lat': 44.429364, 'lon': -83.329758}"
"{'lat': 44.426608, 'lon': -83.32962}"
"{'lat': 45.21352, 'lon': -85.01448}"
"{'lat': 44.427957, 'lon': -84.677598}"
"{'lat': 44.91298, 'lon': -85.050292}"
"{'lat': 45.389687, 'lon': -84.910782}"
"{'lat': 45.389077, 'lon': -84.91763}"
"{'lat': 45.38997, 'lon': -84.917077}"
"{'lat': 45.38936, 'lon': -84.91938}"
"{'lat': 44.254727, 'lon': -84.225145}"
"{'lat': 44.251978, 'lon': -84.226238}"
"{'lat': 44.251329, 'lon': -84.226361}"
"{'lat': 44.25077, 'lon': -84.22485}"
"{'lat': 44.250087, 'lon': -84.224727}"
"{'lat': 45.381819, 'lon': -84.943699}"
"{'lat': 44.249653, 'lon': -84.224619}"
"{'lat': 45.34583, 'lon': -84.9716}"
"{'lat': 44.249217, 'lon': -84.224766}"
"{'lat': 44.24884, 'lon': -84.224739}"
"{'lat': 45.37556, 'lon': -84.957368}"
"{'lat': 45.373698, 'lon': -84.961948}"
"{'lat': 45.369352, 'lon': -84.970138}"
"{'lat': 45.374216, 'lon': -84.966652}"
"{'lat': 45.369932, 'lon': -84.970506}"
"{'lat': 45.37036, 'lon': -84.972969}"
"{'lat': 45.370351, 'lon': -84.974666}"
"{'lat': 44.27573, 'lon': -83.5053}"
"{'lat': 44.2769, 'lon': -83.5018}"
"{'lat': 45.362713, 'lon': -85.02034}"
"{'lat': 44.278209, 'lon': -83.497457}"
"{'lat': 44.269309, 'lon': -83.514233}"
"{'lat': 44.288266, 'lon': -83.460651}"
"{'lat': 44.18326, 'lon': -84.04051}"
"{'lat': 45.15286, 'lon': -85.140509}"
"{'lat': 44.298189, 'lon': -84.678252}"
"{'lat': 44.298136, 'lon': -84.698742}"
"{'lat': 44.29899, 'lon': -84.71205}"
"{'lat': 44.742413, 'lon': -85.173797}"
"{'lat': 44.740449, 'lon': -85.173915}"
"{'lat': 44.33523, 'lon': -84.79755}"
"{'lat': 44.335411, 'lon': -84.799504}"
"{'lat': 44.335468, 'lon': -84.800289}"
"{'lat': 44.725391, 'lon': -85.183729}"
"{'lat': 44.724858, 'lon': -85.184209}"
"{'lat': 44.852914, 'lon': -74.036121}"
"{'lat': 45.087636, 'lon': -74.173288}"
"{'lat': 45.088207, 'lon': -74.1731}"
"{'lat': 45.181139, 'lon': -74.16454}"
"{'lat': 44.855979, 'lon': -74.26383}"
"{'lat': 45.230766, 'lon': -74.115434}"
"{'lat': 45.23664, 'lon': -74.12156}"
"{'lat': 44.845204, 'lon': -74.289696}"
"{'lat': 45.245143, 'lon': -74.128523}"
"{'lat': 45.24608, 'lon': -74.129828}"
"{'lat': 44.84791, 'lon': -74.306407}"
"{'lat': 44.847879, 'lon': -74.310259}"
"{'lat': 44.848244, 'lon': -74.313622}"
"{'lat': 45.256382, 'lon': -74.129672}"
"{'lat': 45.261682, 'lon': -74.133598}"
"{'lat': 45.262827, 'lon': -74.129218}"
"{'lat': 45.27054, 'lon': -74.118419}"
"{'lat': 45.271352, 'lon': -74.118912}"
"{'lat': 45.252383, 'lon': -73.798361}"
"{'lat': 45.29317, 'lon': -74.03349}"
"{'lat': 45.052928, 'lon': -73.585602}"
"{'lat': 45.251465, 'lon': -74.254227}"
"{'lat': 45.245679, 'lon': -74.267936}"
"{'lat': 45.09329, 'lon': -74.41944}"
"{'lat': 45.306514, 'lon': -73.863204}"
"{'lat': 45.202612, 'lon': -74.363112}"
"{'lat': 44.723744, 'lon': -73.709379}"
"{'lat': 45.343399, 'lon': -74.08785}"
"{'lat': 45.307311, 'lon': -73.747978}"
"{'lat': 45.30843, 'lon': -73.745706}"
"{'lat': 45.31965, 'lon': -73.739211}"
"{'lat': 45.134754, 'lon': -74.494248}"
"{'lat': 45.374602, 'lon': -73.990896}"
"{'lat': 45.261246, 'lon': -73.616884}"
"{'lat': 45.334922, 'lon': -74.249212}"
"{'lat': 45.379583, 'lon': -74.017969}"
"{'lat': 45.38002, 'lon': -74.019699}"
"{'lat': 45.38086, 'lon': -74.019365}"
"{'lat': 45.142237, 'lon': -74.500946}"
"{'lat': 45.342866, 'lon': -73.762946}"
"{'lat': 45.266174, 'lon': -73.61161}"
"{'lat': 44.981747, 'lon': -73.459956}"
"{'lat': 44.981252, 'lon': -73.458933}"
"{'lat': 45.383659, 'lon': -74.008943}"
"{'lat': 45.384959, 'lon': -74.009231}"
"{'lat': 45.385541, 'lon': -73.993135}"
"{'lat': 45.345696, 'lon': -73.754773}"
"{'lat': 45.336269, 'lon': -73.729664}"
"{'lat': 45.337483, 'lon': -73.72864}"
"{'lat': 45.337983, 'lon': -73.727747}"
"{'lat': 45.388011, 'lon': -73.962105}"
"{'lat': 45.38885, 'lon': -74.014469}"
"{'lat': 45.299412, 'lon': -74.352482}"
"{'lat': 45.388557, 'lon': -73.964676}"
"{'lat': 45.388745, 'lon': -73.963474}"
"{'lat': 45.389554, 'lon': -73.963804}"
"{'lat': 45.3911, 'lon': -74.05412}"
"{'lat': 45.391185, 'lon': -74.056828}"
"{'lat': 45.166364, 'lon': -74.510911}"
"{'lat': 45.395901, 'lon': -74.057381}"
"{'lat': 45.404203, 'lon': -74.030258}"
"{'lat': 45.404335, 'lon': -74.032027}"
"{'lat': 45.360772, 'lon': -73.732025}"
"{'lat': 45.360649, 'lon': -73.73122}"
"{'lat': 45.407555, 'lon': -74.019061}"
"{'lat': 45.359116, 'lon': -73.725142}"
"{'lat': 45.356008, 'lon': -73.716784}"
"{'lat': 45.360172, 'lon': -73.727507}"
"{'lat': 45.407742, 'lon': -74.032399}"
"{'lat': 45.360065, 'lon': -73.726608}"
"{'lat': 45.35992, 'lon': -73.72552}"
"{'lat': 45.408044, 'lon': -74.035546}"
"{'lat': 45.35873, 'lon': -73.720848}"
"{'lat': 45.359583, 'lon': -73.722897}"
"{'lat': 45.40868, 'lon': -74.037825}"
"{'lat': 45.40868, 'lon': -74.037825}"
"{'lat': 45.40005, 'lon': -74.13794}"
"{'lat': 45.367893, 'lon': -73.731139}"
"{'lat': 45.361866, 'lon': -73.712731}"
"{'lat': 45.367968, 'lon': -73.709605}"
"{'lat': 45.420138, 'lon': -74.058798}"
"{'lat': 45.04215, 'lon': -74.6259}"
"{'lat': 45.04215, 'lon': -74.6259}"
"{'lat': 45.432325, 'lon': -73.846763}"
"{'lat': 45.432546, 'lon': -73.846958}"
"{'lat': 45.428968, 'lon': -73.826281}"
"{'lat': 45.433887, 'lon': -74.173133}"
"{'lat': 45.34548, 'lon': -73.58915}"
"{'lat': 45.34548, 'lon': -73.58915}"
"{'lat': 45.434111, 'lon': -74.174374}"
"{'lat': 44.697191, 'lon': -73.518687}"
"{'lat': 45.193138, 'lon': -73.412668}"
"{'lat': 45.445905, 'lon': -73.852561}"
"{'lat': 45.443915, 'lon': -74.160946}"
"{'lat': 45.447397, 'lon': -73.852299}"
