restaurant_name,name_id
Five Guys,27745
Luzita's Taco Shop,27746
Mr. Ruriberto's Taco Shop,27747
Five Guys,27748
Cinnabon Las Americas Premium Outlets,27749
KFC,27750
Popeyes,27751
Tuetano Taqueria,27752
Taco Bell,27753
McDonald's,27754
Carl's Junior,27755
Panda Express,27756
Royal Rooster Street,27757
Taqueria Revolucion,27758
KFC Coronado,27759
Taco Bell,27760
KFC,27761
BURGER KING,27762
BURGER KING,27763
McDonald's,27764
Popeyes,27765
McDonald's,27766
It's A Taco Shop Mexican Food,27767
KFC Chula Vista,27768
Yoshinoya,27769
McDonald's,27770
Jack in The Box,27771
Arby's,27772
Buffalo Wild Wings,27773
Mrs. Rice's Oriental Restaurant,27774
Jack in The Box,27775
Jack in The Box,27776
La Playa Taco Shop,27777
Wendy's,27778
Einstein Brothers,27779
Panda Express,27780
Carl's Junior,27781
El Pollo Loco,27782
San Diego Burger Company,27783
Presotea San Diego,27784
Taco Bell,27785
Margarita's Kitchen & Cantina,27786
Fatburger,27787
Sports Arena,27788
La Perla Cocina,27789
City Tacos,27790
Popeyes,27791
Biggie's Great Burgers & Shakes,27792
Pick Up Stix,27793
Mr. Moto Pizza House,27794
Chick-fil-A,27795
Taco Bell,27796
Taco Surf,27797
Rubio's,27798
Don Pancho's,27799
Five Guys,27800
Albertos,27801
KFC Imperial Beach,27802
Jack in The Box,27803
McDonald's,27804
BURGER KING,27805
Wienerschnitzel,27806
Carl's Junior,27807
Oasis Ice Cream Parlor,27808
El Pollo Loco,27809
Rally's,27810
All American Sandwiches 'N Pizza,27811
KFC,27812
Taco Bell,27813
Carl's Junior,27814
McDonald's,27815
Cinnabon Las Americas Premium Outlets,27816
Jack in The Box,27817
Taco Bell,27818
Armando's Mexican Food,27819
Popeyes,27820
McDonald's,27821
KFC,27822
Carl's Junior,27823
Panda Express,27824
Tuetano Taqueria,27825
Jack in The Box,27826
Luzita's Taco Shop,27827
Taqueria Revolucion,27828
KFC,27829
BURGER KING,27830
McDonald's,27831
Popeyes,27832
Auntie Anne's,27833
Panda Express,27834
Loma Bonita Mexican Food,27835
KFC Chula Vista,27836
McDonald's,27837
Jack in The Box,27838
Mrs. Rice's Oriental Restaurant,27839
Yoshinoya,27840
Jack in The Box,27841
Clayton's Take Out,27842
Panda Express,27843
Panda Express,27844
Mac King Cheese,27845
Carl's Junior,27846
Jack in The Box,27847
McDonald's,27848
McDonald's,27849
McDonald's,27850
Jack in The Box,27851
Great Happiness Chinese Fast Food 2 Cove,27852
Chick-fil-A,27853
Wienerschnitzel,27854
Adalberto's Mexican Food,27855
McDonald's,27856
El Pollo Loco,27857
McDonald's,27858
Carl's Junior,27859
Auntie Anne's North Island Naval Station Exchange,27860
Five Guys,27861
KFC San Diego,27862
Wienerschnitzel,27863
Tacos El Gordo de Tijuana,27864
BURGER KING,27865
Smashburger,27866
El Pollo Loco,27867
McDonald's,27868
BURGER KING,27869
Taco Bell,27870
McDonald's,27871
Carl's Junior,27872
Jack in The Box,27873
Plant Power Fast Food,27874
Jack in The Box,27875
Roberto's Taco Shop Ocean Beach,27876
Wienerschnitzel,27877
Ortiz's Taco Shop,27878
Rally's,27879
Carl's Junior,27880
Five Guys,27881
McDonald's,27882
Buffalo Wild Wings,27883
KFC Coronado,27884
Taco Bell,27885
Taco Bell,27886
BURGER KING,27887
Asada Taco Shop,27888
Wendy's,27889
Jack in The Box,27890
Five Guys,27891
Ahan Lao,27892
Panda Express,27893
Albertos,27894
KFC Imperial Beach,27895
Don Pancho's,27896
Five Guys,27897
Jack in The Box,27898
Cinnabon Las Americas Premium Outlets,27899
Taco Bell,27900
McDonald's,27901
McDonald's,27902
Popeyes,27903
Carl's Junior,27904
Panda Express,27905
BURGER KING,27906
Wienerschnitzel,27907
Oasis Ice Cream Parlor,27908
Carl's Junior,27909
McDonald's,27910
Carl's Junior,27911
KFC,27912
Jack in The Box,27913
KFC,27914
Tuetano Taqueria,27915
El Pollo Loco,27916
McDonald's,27917
Rally's,27918
KFC,27919
BURGER KING,27920
Taqueria Revolucion,27921
Taco Bell,27922
All American Sandwiches 'N Pizza,27923
Armando's Mexican Food,27924
Jack in The Box,27925
Luzita's Taco Shop,27926
Popeyes,27927
Chick-fil-A,27928
KFC Chula Vista,27929
McDonald's,27930
Mrs. Rice's Oriental Restaurant,27931
Jack in The Box,27932
Yoshinoya,27933
McDonald's,27934
McDonald's,27935
KFC San Diego,27936
Taco Bell,27937
Panda Express,27938
Carl's Junior,27939
Carl's Junior,27940
Great Happiness Chinese Fast Food 2 Cove,27941
Jack in The Box,27942
El Pollo Loco,27943
Wienerschnitzel,27944
BURGER KING,27945
Asada Taco Shop,27946
McDonald's,27947
Panda Express,27948
Rally's,27949
Carl's Junior,27950
Carl's Junior,27951
McDonald's,27952
Tacos El Gordo de Tijuana,27953
El Pollo Loco,27954
BURGER KING,27955
Jack in The Box,27956
Wienerschnitzel,27957
Five Guys,27958
Buffalo Wild Wings,27959
Jack in The Box,27960
La India Bonita,27961
McDonald's,27962
Taco Bell,27963
Jack in The Box,27964
Panda Express,27965
Wendy's,27966
Ahan Lao,27967
Jack in The Box,27968
McDonald's,27969
Clayton's Take Out,27970
Auntie Anne's,27971
McDonald's,27972
Carl's Junior,27973
Filippis Pizza Grotto,27974
Bull's Eye Burgers & Brew,27975
KFC Chula Vista,27976
Panda Express,27977
Wendy's,27978
Jack in The Box,27979
McDonald's,27980
McDonald's,27981
KFC Chula Vista,27982
McDonald's,27983
In-N-Out Burger,27984
Loma Bonita Mexican Food,27985
Taco Bell,27986
Cinnabon Las Americas Premium Outlets,27987
McDonald's,27988
Popeyes,27989
Carl's Junior,27990
Panda Express,27991
McDonald's,27992
KFC,27993
KFC,27994
BURGER KING,27995
Taqueria Revolucion,27996
Jack in The Box,27997
Tuetano Taqueria,27998
McDonald's,27999
Carl's Junior,28000
KFC,28001
Albertos,28002
KFC Imperial Beach,28003
Oasis Ice Cream Parlor,28004
Five Guys,28005
Don Pancho's,28006
Jack in The Box,28007
McDonald's,28008
Taco Bell,28009
Wienerschnitzel,28010
Carl's Junior,28011
BURGER KING,28012
Luzita's Taco Shop,28013
El Pollo Loco,28014
Jack in The Box,28015
Rally's,28016
All American Sandwiches 'N Pizza,28017
Armando's Mexican Food,28018
Popeyes,28019
Chick-fil-A,28020
Jack in The Box,28021
McDonald's,28022
Taco Bell,28023
McDonald's,28024
Carl's Junior,28025
KFC San Diego,28026
McDonald's,28027
Carl's Junior,28028
KFC Chula Vista,28029
Mrs. Rice's Oriental Restaurant,28030
Jack in The Box,28031
McDonald's,28032
Yoshinoya,28033
Wendy's,28034
Asada Taco Shop,28035
Panda Express,28036
Great Happiness Chinese Fast Food 2 Cove,28037
Jack in The Box,28038
Panda Express,28039
Carl's Junior,28040
El Pollo Loco,28041
Wienerschnitzel,28042
BURGER KING,28043
McDonald's,28044
La India Bonita,28045
Rally's,28046
Carl's Junior,28047
McDonald's,28048
Jack in The Box,28049
BURGER KING,28050
Carl's Junior,28051
El Pollo Loco,28052
Tacos El Gordo de Tijuana,28053
Jack in The Box,28054
Five Guys,28055
Buffalo Wild Wings,28056
Wienerschnitzel,28057
McDonald's,28058
KFC Chula Vista,28059
Taco Bell,28060
McDonald's,28061
KFC Chula Vista,28062
Wendy's,28063
Ahan Lao,28064
Canada Steak Burger,28065
Lolita's Taco Shop,28066
McDonald's,28067
Jack in The Box,28068
Filippis Pizza Grotto,28069
Bull's Eye Burgers & Brew,28070
McDonald's,28071
Jack in The Box,28072
Taco Bell,28073
Jack in The Box,28074
It's Just Wings,28075
Tacos El Poblano,28076
BURGER KING,28077
BURGER KING,28078
In-N-Out Burger,28079
In-N-Out Burger,28080
Panda Express,28081
It's Just Wings,28082
Buffalo Wild Wings,28083
Taco Bell,28084
Cinnabon Las Americas Premium Outlets,28085
McDonald's,28086
McDonald's,28087
Carl's Junior,28088
Panda Express,28089
Popeyes,28090
KFC,28091
BURGER KING,28092
KFC,28093
Taqueria Revolucion,28094
Tuetano Taqueria,28095
Jack in The Box,28096
Jack in The Box,28097
Carl's Junior,28098
McDonald's,28099
McDonald's,28100
Carl's Junior,28101
KFC,28102
Wendy's,28103
Luzita's Taco Shop,28104
Jack in The Box,28105
Albertos,28106
Taco Bell,28107
Oasis Ice Cream Parlor,28108
KFC Imperial Beach,28109
Chick-fil-A,28110
McDonald's,28111
Taco Bell,28112
Carl's Junior,28113
Popeyes,28114
McDonald's,28115
Armando's Mexican Food,28116
KFC San Diego,28117
El Pollo Loco,28118
Rally's,28119
Carl's Junior,28120
McDonald's,28121
Wienerschnitzel,28122
Five Guys,28123
Jack in The Box,28124
BURGER KING,28125
All American Sandwiches 'N Pizza,28126
Don Pancho's,28127
Asada Taco Shop,28128
Panda Express,28129
Great Happiness Chinese Fast Food 2 Cove,28130
Jack in The Box,28131
Mrs. Rice's Oriental Restaurant,28132
KFC Chula Vista,28133
Jack in The Box,28134
Yoshinoya,28135
McDonald's,28136
La India Bonita,28137
El Pollo Loco,28138
Wienerschnitzel,28139
BURGER KING,28140
Panda Express,28141
Carl's Junior,28142
McDonald's,28143
McDonald's,28144
KFC Chula Vista,28145
Rally's,28146
Carl's Junior,28147
In-N-Out Burger,28148
It's Just Wings,28149
Buffalo Wild Wings,28150
Panda Express,28151
Jack in The Box,28152
Jack in The Box,28153
McDonald's,28154
BURGER KING,28155
McDonald's,28156
Canada Steak Burger,28157
Chick-fil-A,28158
Lolita's Taco Shop,28159
Carl's Junior,28160
El Pollo Loco,28161
Carl's Junior,28162
Five Guys,28163
Buffalo Wild Wings,28164
Tacos El Gordo de Tijuana,28165
Jack in The Box,28166
Wienerschnitzel,28167
Tacos El Poblano,28168
BURGER KING,28169
It's Just Wings,28170
KFC Chula Vista,28171
Jack in The Box,28172
Jack in The Box,28173
Taco Bell,28174
Taco Bell,28175
McDonald's,28176
Wendy's,28177
Jack in The Box,28178
Ahan Lao,28179
Taco Bell,28180
Carl's Junior,28181
Rice King,28182
El Paso Taco Shop,28183
Jack in The Box,28184
Carl's Junior,28185
McDonald's,28186
McDonald's,28187
Taco Bell,28188
Cinnabon Las Americas Premium Outlets,28189
Wendy's,28190
McDonald's,28191
Carl's Junior,28192
Panda Express,28193
Popeyes,28194
KFC,28195
McDonald's,28196
BURGER KING,28197
Jack in The Box,28198
Cinnabon Gran Plaza Outlets,28199
Auntie Anne's Gran Plaza Outlets,28200
McDonald's,28201
Rally's,28202
Jack in The Box,28203
Taqueria Revolucion,28204
Tortas & Beer,28205
KFC,28206
Tuetano Taqueria,28207
BURGER KING,28208
Jack in The Box,28209
McDonald's,28210
Jack in The Box,28211
Jack in The Box,28212
Carl's Junior,28213
McDonald's,28214
Carl's Junior,28215
Taco Bell,28216
Carl's Junior,28217
Jack in The Box,28218
Team Cisneros,28219
KFC,28220
Popeyes,28221
Chick-fil-A,28222
Rally's,28223
KFC Calexico,28224
McDonald's,28225
Taco Bell,28226
Carl's Junior,28227
Panda Express,28228
Taco Bell,28229
Luzita's Taco Shop,28230
KFC San Diego,28231
McDonald's,28232
Jack in The Box,28233
Taco Bell,28234
Jack in The Box,28235
Popeyes,28236
Panda Express,28237
Oasis Ice Cream Parlor,28238
Asada Taco Shop,28239
Albertos,28240
Armando's Mexican Food,28241
KFC Imperial Beach,28242
In-N-Out Burger,28243
All American Sandwiches 'N Pizza,28244
Rally's,28245
El Pollo Loco,28246
It's Just Wings,28247
Buffalo Wild Wings,28248
Panda Express,28249
Jack in The Box,28250
Carl's Junior,28251
Wienerschnitzel,28252
McDonald's,28253
BURGER KING,28254
La India Bonita,28255
Five Guys,28256
Jack in The Box,28257
Don Pancho's,28258
Chick-fil-A,28259
Great Happiness Chinese Fast Food 2 Cove,28260
Carl's Junior,28261
Jack in The Box,28262
McDonald's,28263
KFC Chula Vista,28264
Mrs. Rice's Oriental Restaurant,28265
KFC Chula Vista,28266
El Pollo Loco,28267
Jack in The Box,28268
Wienerschnitzel,28269
Yoshinoya,28270
McDonald's,28271
BURGER KING,28272
Panda Express,28273
McDonald's,28274
Carl's Junior,28275
Rally's,28276
McDonald's,28277
Jack in The Box,28278
Carl's Junior,28279
Jack in The Box,28280
BURGER KING,28281
Jack in The Box,28282
One Stop Burger Shop,28283
Carl's Junior,28284
Jack in The Box,28285
One Stop Burger Shop,28286
KFC Yuma,28287
Carl's Junior,28288
Jack in The Box,28289
Dog Haus,28290
McDonald's,28291
Wienerschnitzel,28292
Arby's,28293
Panda Express,28294
McDonald's,28295
McDonald's,28296
Rally's,28297
Del Taco,28298
Jack in The Box,28299
McDonald's,28300
Cinnabon Gran Plaza Outlets,28301
Auntie Anne's Gran Plaza Outlets,28302
Taco Bell,28303
Jack in The Box,28304
Arby's Roast Beef,28305
Tortas & Beer,28306
McDonald's,28307
Rally's,28308
Panda Express,28309
Wendy's,28310
Del Taco,28311
BURGER KING,28312
Jack in The Box,28313
Jack in The Box,28314
McDonald's,28315
Taco Monster,28316
Tacos El Cositas,28317
Carl's Junior,28318
BURGER KING,28319
KFC Yuma,28320
Jack in The Box,28321
KFC Yuma,28322
A&W,28323
Carl's Junior,28324
Taco Bell,28325
McDonald's,28326
Wienerschnitzel,28327
McDonald's,28328
Arby's,28329
Filiberto's Mexican Food,28330
Taco Bell,28331
Jack in The Box,28332
Las Palapas Taco Grill,28333
Taco Bell,28334
Jack in The Box,28335
BURGER KING,28336
Team Cisneros,28337
Jack in The Box,28338
Wendy's,28339
BURGER KING,28340
McDonald's,28341
Blimpie,28342
Chick-fil-A,28343
Five Guys,28344
Carl's Junior,28345
Jectors Burritos,28346
Del Taco,28347
Panda Express,28348
In N Out Burger Yuma Az,28349
Popeyes,28350
It's Just Wings,28351
Jack in The Box,28352
Buffalo Wild Wings,28353
Rally's,28354
Mexi Burger,28355
KFC Calexico,28356
Panda Express,28357
Taco Bell,28358
Big Boy Ice Cream,28359
Mr. G,28360
Jack in The Box,28361
Jack in The Box,28362
Auntie Anne's Imperial Valley Mall,28363
Cinnabon-Closed Imperial Valley Mall,28364
Great Steak,28365
Burgers & Beer Ivy Mall,28366
It's Just Wings,28367
Chinese Gourmet Express,28368
Arby's,28369
McDonald's,28370
Jack in The Box,28371
Carl's Junior,28372
Jack in The Box,28373
BURGER KING,28374
Jack in The Box,28375
Tacos El Cositas,28376
BURGER KING,28377
Carl's Junior,28378
KFC Yuma,28379
McDonald's,28380
Taco Bell,28381
Las Palapas Taco Grill,28382
Jack in The Box,28383
McDonald's,28384
One Stop Burger Shop,28385
Jack in The Box,28386
Panda Express,28387
Wendy's,28388
Del Taco,28389
Carl's Junior,28390
Jack in The Box,28391
KFC Yuma,28392
McDonald's,28393
Carl's Junior,28394
Wienerschnitzel,28395
Jack in The Box,28396
Jack in The Box,28397
Dog Haus,28398
One Stop Burger Shop,28399
Arby's,28400
McDonald's,28401
Arby's Roast Beef,28402
Arby's,28403
Rally's,28404
McDonald's,28405
Panda Express,28406
Del Taco,28407
Taco Monster,28408
Taco Bell,28409
KFC Yuma,28410
A&W,28411
Five Guys,28412
Chick-fil-A,28413
Wienerschnitzel,28414
In N Out Burger Yuma Az,28415
Panda Express,28416
Del Taco,28417
McDonald's,28418
Filiberto's Mexican Food,28419
BURGER KING,28420
Carl's Junior,28421
Wendy's,28422
Blimpie,28423
Taco Bell,28424
Jack in The Box,28425
It's Just Wings,28426
Buffalo Wild Wings,28427
Jectors Burritos,28428
Jack in The Box,28429
McDonald's,28430
BURGER KING,28431
Big Boy Ice Cream,28432
Mr. G,28433
Mexi Burger,28434
Jack in The Box,28435
Jack in The Box,28436
BURGER KING,28437
McDonald's,28438
Jack in The Box,28439
McDonald's,28440
Rally's,28441
Jack in The Box,28442
Paricutin,28443
Carl's Junior,28444
Cinnabon Gran Plaza Outlets,28445
Auntie Anne's Gran Plaza Outlets,28446
Tortas & Beer,28447
BURGER KING,28448
Jack in The Box,28449
McDonald's,28450
Jack in The Box,28451
Jack in The Box,28452
McDonald's,28453
Panda Express,28454
KFC Nogales,28455
McDonald's,28456
Taco Bell,28457
Carl's Junior,28458
Manny's Vacuero Burgers,28459
Team Cisneros,28460
Jack in The Box,28461
Popeyes,28462
Wendy's,28463
Rally's,28464
BURGER KING,28465
McDonald's,28466
Jack in The Box,28467
Paricutin,28468
Carl's Junior,28469
Jack in The Box,28470
McDonald's,28471
Panda Express,28472
McDonald's,28473
KFC Nogales,28474
Wendy's,28475
Manny's Vacuero Burgers,28476
Arby's,28477
KFC Green Valley,28478
McDonald's,28479
Arby's,28480
Arby's,28481
BURGER KING,28482
Taco Bell,28483
Culver's,28484
Popeyes,28485
Carl's Junior,28486
Rigoberto's Mexican Food,28487
McDonald's,28488
Taco Bell,28489
Arby's,28490
Panda Express,28491
Jack in The Box,28492
McDonald's,28493
KFC Tucson,28494
McDonald's,28495
Kolsrud Fast Food,28496
Carl's Junior,28497
Hamburger Stand,28498
BURGER KING,28499
It's Just Wings,28500
Taco Bell,28501
Panda Express,28502
McDonald's,28503
Wendy's,28504
Arby's,28505
Roadrunner Markets,28506
Chick-fil-A,28507
Yokohama Asian Express,28508
Jack in The Box,28509
McDonald's,28510
BURGER KING,28511
Popeyes,28512
Buffalo Wild Wings,28513
Panda Express,28514
McDonald's,28515
Taco Bell,28516
Chick-fil-A,28517
The Habit Burger Grill,28518
El Pollo Loco,28519
In-N-Out Burger,28520
McDonald's,28521
Popeyes,28522
Jack in The Box,28523
Taco Bell,28524
Popeyes,28525
Chickenuevo,28526
Bojangles Famous Chicken 'N Biscuits,28527
BURGER KING,28528
Chickenuevo,28529
McDonald's,28530
Wendy's,28531
Eegee's,28532
Acai Paradise,28533
Carl's Junior,28534
Taco Bell,28535
Hamburger Stand,28536
KFC,28537
Long John Silver's Seafood,28538
Taco Bell,28539
Lucky Wishbone,28540
BURGER KING,28541
143 Street Tacos,28542
Panda Express,28543
Jack in The Box,28544
BURGER KING,28545
McDonald's,28546
McDonald's,28547
Jack in The Box,28548
Filibertos,28549
Jack in The Box,28550
Arby's,28551
Taco Bell,28552
Cinnabon Pilot Travel Center-Tucson,28553
McDonald's,28554
A&W,28555
Popeyes,28556
Arby's,28557
KFC Sierra Vista,28558
Taco Bell,28559
Wendy's,28560
BURGER KING,28561
McDonald's,28562
Jack in The Box,28563
Paricutin,28564
Carl's Junior,28565
McDonald's,28566
Jack in The Box,28567
McDonald's,28568
KFC Nogales,28569
Panda Express,28570
Wendy's,28571
Manny's Vacuero Burgers,28572
Arby's,28573
KFC Green Valley,28574
McDonald's,28575
Arby's,28576
Arby's,28577
BURGER KING,28578
Taco Bell,28579
Culver's,28580
BURGER KING,28581
Popeyes,28582
Carl's Junior,28583
Rigoberto's Mexican Food,28584
Popeyes,28585
Taco Bell,28586
Popeyes,28587
McDonald's,28588
143 Street Tacos,28589
Jack in The Box,28590
Filibertos,28591
Taco Bell,28592
KFC Sierra Vista,28593
Wendy's,28594
Jack in The Box,28595
McDonald's,28596
Taco Bell,28597
Arby's,28598
McDonald's,28599
Arby's,28600
Carl's Junior,28601
Culvers,28602
Buffalo Wild Wings,28603
Taco Bell,28604
It's Just Wings,28605
McDonald's,28606
Panda Express,28607
BURGER KING,28608
Panda Express,28609
Roadrunner Markets,28610
BURGER KING,28611
Jack in The Box,28612
McDonald's,28613
KFC Tucson,28614
Chick-fil-A,28615
Kolsrud Fast Food,28616
Carl's Junior,28617
BURGER KING,28618
Hamburger Stand,28619
It's Just Wings,28620
Taco Bell,28621
Panda Express,28622
Arby's,28623
Wendy's,28624
McDonald's,28625
Yokohama Asian Express,28626
Jack in The Box,28627
McDonald's,28628
McDonald's,28629
Chickenuevo,28630
Fito's Taco Shop,28631
BURGER KING,28632
McDonald's,28633
Eegee's,28634
Wendy's,28635
Acai Paradise,28636
Carl's Junior,28637
Buffalo Wild Wings,28638
Panda Express,28639
McDonald's,28640
Taco Bell,28641
Taco Bell,28642
Chick-fil-A,28643
A&W,28644
The Habit Burger Grill,28645
Bojangles Famous Chicken 'N Biscuits,28646
El Pollo Loco,28647
Popeyes,28648
In-N-Out Burger,28649
Taco Bell,28650
Cinnabon Pilot Travel Center-Tucson,28651
Popeyes,28652
Panda Express,28653
Jack in The Box,28654
Arby's,28655
Freddy's Frozen Custurd & Steakburgers,28656
Chickenuevo,28657
BURGER KING,28658
McDonald's,28659
Jack in The Box,28660
McDonald's,28661
Carl's Junior,28662
Paricutin,28663
Jack in The Box,28664
KFC Nogales,28665
McDonald's,28666
Panda Express,28667
Wendy's,28668
Manny's Vacuero Burgers,28669
McDonald's,28670
BURGER KING,28671
Popeyes,28672
Taco Bell,28673
Jack in The Box,28674
143 Street Tacos,28675
Taco Bell,28676
Popeyes,28677
Jack in The Box,28678
Filibertos,28679
Wendy's,28680
KFC Sierra Vista,28681
McDonald's,28682
Carl's Junior,28683
Arby's,28684
Culvers,28685
Buffalo Wild Wings,28686
Taco Bell,28687
It's Just Wings,28688
BURGER KING,28689
BURGER KING,28690
McDonald's,28691
Panda Express,28692
Taco Bell,28693
Carl's Junior,28694
McDonald's,28695
BURGER KING,28696
Arby's,28697
McDonald's,28698
KFC Green Valley,28699
Arby's,28700
Arby's,28701
BURGER KING,28702
Taco Bell,28703
Culver's,28704
Popeyes,28705
Carl's Junior,28706
Rigoberto's Mexican Food,28707
McDonald's,28708
Taco Bell,28709
Arby's,28710
Roadrunner Markets,28711
Panda Express,28712
KFC Benson,28713
Taco Bell,28714
McDonald's,28715
BURGER KING,28716
Adolfo's Taco Shop,28717
Wendy's,28718
Jack in The Box,28719
Fito's Taco Shop,28720
Taco Bell,28721
BURGER KING,28722
Popeyes,28723
Panda Express,28724
Freddy's Frozen Custurd & Steakburgers,28725
Taco Bell,28726
Arby's,28727
Baggin's Gourmet Sandwiches,28728
Chick-fil-A,28729
Carl's Junior,28730
A&W,28731
McDonald's,28732
Taco Bell,28733
Cinnabon Pilot Travel Center-Tucson,28734
Kolsrud Fast Food,28735
Jack in The Box,28736
BURGER KING,28737
Carl's Junior,28738
Yokohama Asian Express,28739
Arby's,28740
Taco Bell,28741
Hamburger Stand,28742
Panda Express,28743
KFC Tucson,28744
Chickenuevo,28745
It's Just Wings,28746
Wendy's,28747
McDonald's,28748
Jack in The Box,28749
McDonald's,28750
Eegee's,28751
Acai Paradise,28752
McDonald's,28753
BURGER KING,28754
Carl's Junior,28755
Taco Bell,28756
McDonald's,28757
BURGER KING,28758
McDonald's,28759
Taco Bell,28760
Jack in The Box,28761
BURGER KING,28762
Jack in The Box,28763
McDonald's,28764
Culvers,28765
Buffalo Wild Wings,28766
Taco Bell,28767
It's Just Wings,28768
Carl's Junior,28769
McDonald's,28770
Wendy's,28771
Arby's,28772
KFC Sierra Vista,28773
143 Street Tacos,28774
BURGER KING,28775
Jack in The Box,28776
Filibertos,28777
Panda Express,28778
McDonald's,28779
McDonald's,28780
Popeyes,28781
BURGER KING,28782
KFC Nogales,28783
Jack in The Box,28784
Panda Express,28785
McDonald's,28786
Carl's Junior,28787
Paricutin,28788
Taco Bell,28789
Popeyes,28790
Wendy's,28791
Manny's Vacuero Burgers,28792
Jack in The Box,28793
KFC Benson,28794
Taco Bell,28795
McDonald's,28796
Wendy's,28797
Adolfo's Taco Shop,28798
BURGER KING,28799
Arby's,28800
McDonald's,28801
KFC Green Valley,28802
Arby's,28803
Roadrunner Markets,28804
Arby's,28805
BURGER KING,28806
Taco Bell,28807
Culver's,28808
Popeyes,28809
Carl's Junior,28810
Rigoberto's Mexican Food,28811
McDonald's,28812
Taco Bell,28813
Arby's,28814
Fito's Taco Shop,28815
Taco Bell,28816
Panda Express,28817
Popeyes,28818
Panda Express,28819
Taco Bell,28820
Freddy's Frozen Custurd & Steakburgers,28821
Baggin's Gourmet Sandwiches,28822
Arby's,28823
BURGER KING,28824
Carl's Junior,28825
McDonald's,28826
Juice IT Up!,28827
A&W,28828
Taco Bell,28829
Cinnabon Pilot Travel Center-Tucson,28830
Chick-fil-A,28831
Jack in The Box,28832
Carl's Junior,28833
McDonald's,28834
Smoothies & Tea Drive-Thru,28835
BURGER KING,28836
Eegee's,28837
Carl's Junior,28838
Acai Paradise,28839
Wendy's,28840
McDonald's,28841
Chickenuevo,28842
BURGER KING,28843
Yokohama Asian Express,28844
McDonald's,28845
Jack in The Box,28846
McDonald's,28847
Taco Bell,28848
Arby's,28849
McDonald's,28850
Arby's,28851
BURGER KING,28852
Carl's Junior,28853
Taco Bell,28854
McDonald's,28855
BURGER KING,28856
McDonald's,28857
Taco Bell,28858
Jack in The Box,28859
Culvers,28860
Buffalo Wild Wings,28861
Taco Bell,28862
It's Just Wings,28863
BURGER KING,28864
Panda Express,28865
McDonald's,28866
Carl's Junior,28867
McDonald's,28868
Arby's,28869
Wendy's,28870
KFC Sierra Vista,28871
Jack in The Box,28872
Filibertos,28873
143 Street Tacos,28874
Popeyes,28875
Taco Bell,28876
Popeyes,28877
BURGER KING,28878
Jack in The Box,28879
McDonald's,28880
BURGER KING,28881
McDonald's,28882
KFC Nogales,28883
Panda Express,28884
Jack in The Box,28885
McDonald's,28886
Carl's Junior,28887
Paricutin,28888
Wendy's,28889
Jack in The Box,28890
Wendy's,28891
Adolfo's Taco Shop,28892
BURGER KING,28893
KFC Benson,28894
Taco Bell,28895
McDonald's,28896
Manny's Vacuero Burgers,28897
McDonald's,28898
Arby's-Tj Cinnamons,28899
Carl's Junior,28900
McDonald's,28901
Smoothies & Tea Drive-Thru,28902
BURGER KING,28903
Roadrunner Markets,28904
Mama Fats,28905
Burger Time,28906
Taco Bell,28907
McDonald's,28908
Chihuas Burgers,28909
BURGER KING,28910
Arby's,28911
KFC Deming,28912
Wendy's,28913
Arby's,28914
Fito's Taco Shop,28915
Taco Bell,28916
McDonald's,28917
Arby's,28918
KFC Green Valley,28919
Arby's,28920
BURGER KING,28921
Popeyes,28922
Culver's,28923
Carl's Junior,28924
Taco Bell,28925
Rigoberto's Mexican Food,28926
Popeyes,28927
Panda Express,28928
Taco Bell,28929
Freddy's Frozen Custurd & Steakburgers,28930
Baggin's Gourmet Sandwiches,28931
Arby's,28932
McDonald's,28933
Taco Bell,28934
Arby's,28935
Carl's Junior,28936
BURGER KING,28937
Panda Express,28938
McDonald's,28939
Juice IT Up!,28940
A&W,28941
Taco Bell,28942
Cinnabon Pilot Travel Center-Tucson,28943
BURGER KING,28944
McDonald's,28945
Taco Bell,28946
Jack in The Box,28947
Jack in The Box,28948
Panda Express,28949
Five Guys,28950
BURGER KING,28951
Carl's Junior,28952
McDonald's,28953
Taco Bell,28954
BURGER KING,28955
Lokos Snack,28956
Big Boy Concession,28957
San Eli Supermarket,28958
Taco Bell,28959
Virginia's Gorditas Maiz Harina,28960
BURGER KING,28961
KFC,28962
Chick-fil-A,28963
McDonald's,28964
BURGER KING,28965
Taco Bell,28966
McDonald's,28967
Wienerschnitzel,28968
Lucky Burger Express,28969
Taco Bell,28970
Panda Express,28971
Insomnia Cookies,28972
McDonald's,28973
Texas Street Cantina Grill,28974
Carl's Junior,28975
McDonald's,28976
Toro Burger Bar,28977
Wendy's,28978
The Bagel Shop,28979
Jack in The Box,28980
Papa Burgers,28981
2Ten Coffee Bar,28982
Rafa's Burritos,28983
Panda Express,28984
Wienerschnitzel,28985
Buffalo Wild Wings,28986
Burro Time To Go,28987
Jack in The Box,28988
BURGER KING,28989
Corner Bakery Cafe,28990
Five Guys,28991
KFC El Paso,28992
McDonald's,28993
McDonald's,28994
Popeyes,28995
Chick-fil-A,28996
McDonald's,28997
It's Just Wings,28998
Wendy's,28999
Taco Bell,29000
Taco Bell,29001
BURGER KING,29002
McDonald's,29003
Popeyes,29004
Coco Bongo,29005
El Taco Tote,29006
The District Pub & Kitchen,29007
Hamburger Hut,29008
Wienerschnitzel,29009
