lat,lon,postion_id
38.901439,-99.318474,238
38.895507,-99.316849,239
38.894353,-99.317128,240
38.894522,-99.318611,241
38.888078,-99.317165,242
38.881238,-99.31832,243
38.878994,-99.31817,244
38.874535,-99.317316,245
38.873795,-99.317334,246
38.873548,-99.318387,247
38.870472,-99.317356,248
38.869971,-99.318418,249
38.872547,-99.335444,250
40.104536,-99.368335,251
38.920077,-97.260825,252
38.938485,-97.214365,253
38.937462,-97.214483,254
40.519979,-98.053935,255
38.937698,-97.213221,256
38.930475,-97.214422,257
38.914009,-97.213586,258
40.133312,-99.454257,259
38.580495,-97.668715,260
40.56838,-98.3933,261
40.570063,-98.392823,262
40.57279,-98.392882,263
40.576179,-98.392178,264
40.577661,-98.39296,265
40.5798,-98.392783,266
40.580267,-98.39203,267
40.584949,-98.373633,268
40.584944,-98.391525,269
40.585147,-98.412087,270
38.936788,-99.559791,271
40.593018,-98.399883,272
40.13585,-97.181528,273
40.600973,-98.391801,274
40.602034,-98.391618,275
40.507597,-98.95193,276
40.147586,-97.171654,277
40.615525,-98.381986,278
40.61824,-98.383811,279
40.160637,-97.170848,280
40.621975,-98.383842,281
39.089449,-96.976749,282
38.976745,-97.019146,283
38.347351,-98.214055,284
38.358376,-98.759189,285
38.361385,-98.779176,286
38.361325,-98.784014,287
38.361111,-98.78573,288
38.362163,-98.790616,289
38.361383,-98.7875,290
38.362283,-98.791714,291
38.361383,-98.788118,292
38.361381,-98.792552,293
38.361104,-98.794757,294
40.537807,-97.587782,295
40.437552,-99.367608,296
40.437611,-99.367626,297
40.439152,-99.371512,298
40.437743,-99.382057,299
40.43759,-99.383226,300
39.784879,-98.203165,301
39.555641,-97.657877,302
39.563138,-97.657883,303
39.560193,-97.656937,304
40.01987,-98.0705,305
38.881568,-98.85653,306
38.865429,-98.85357,307
39.755694,-99.321983,308
38.87833,-97.611014,309
38.827624,-97.635594,310
38.833172,-97.625544,311
38.827685,-97.633331,312
38.832136,-97.625555,313
38.840113,-97.606151,314
38.826836,-97.624519,315
38.835702,-97.60876,316
38.840133,-97.594463,317
38.828259,-97.594645,318
38.815671,-97.61237,319
38.827369,-97.594519,320
38.826194,-97.594608,321
38.826731,-97.593545,322
38.802057,-97.613658,323
38.802944,-97.611998,324
38.80062,-97.611786,325
38.801425,-97.609372,326
38.809323,-97.594659,327
38.793801,-97.615059,328
38.792203,-97.613551,329
38.791547,-97.613491,330
38.788389,-97.613088,331
38.789074,-97.607251,332
38.782562,-97.614189,333
38.781951,-97.61409,334
38.783094,-97.611875,335
38.781296,-97.613824,336
39.380063,-97.124153,337
38.901439,-99.318474,338
38.895507,-99.316849,339
38.894353,-99.317128,340
38.894522,-99.318611,341
38.888078,-99.317165,342
38.881238,-99.31832,343
38.878994,-99.31817,344
38.874535,-99.317316,345
38.873795,-99.317334,346
38.873548,-99.318387,347
38.870472,-99.317356,348
38.869971,-99.318418,349
38.872547,-99.335444,350
40.104536,-99.368335,351
38.920077,-97.260825,352
38.938485,-97.214365,353
38.937462,-97.214483,354
40.519979,-98.053935,355
38.937698,-97.213221,356
38.930475,-97.214422,357
38.914009,-97.213586,358
40.133312,-99.454257,359
38.580495,-97.668715,360
40.56838,-98.3933,361
40.570063,-98.392823,362
40.57279,-98.392882,363
40.576179,-98.392178,364
40.577661,-98.39296,365
40.5798,-98.392783,366
40.580267,-98.39203,367
40.584949,-98.373633,368
40.584944,-98.391525,369
40.585147,-98.412087,370
38.936788,-99.559791,371
40.593018,-98.399883,372
40.13585,-97.181528,373
40.600973,-98.391801,374
40.602034,-98.391618,375
40.507597,-98.95193,376
40.147586,-97.171654,377
40.615525,-98.381986,378
40.61824,-98.383811,379
40.160637,-97.170848,380
40.621975,-98.383842,381
39.089449,-96.976749,382
38.976745,-97.019146,383
38.347351,-98.214055,384
38.358376,-98.759189,385
38.361385,-98.779176,386
38.361325,-98.784014,387
38.361111,-98.78573,388
38.362163,-98.790616,389
38.361383,-98.7875,390
38.362283,-98.791714,391
38.361383,-98.788118,392
38.361381,-98.792552,393
38.361104,-98.794757,394
40.537807,-97.587782,395
40.437552,-99.367608,396
40.437611,-99.367626,397
40.439152,-99.371512,398
40.437743,-99.382057,399
40.43759,-99.383226,400
39.784879,-98.203165,401
39.555641,-97.657877,402
39.563138,-97.657883,403
39.560193,-97.656937,404
40.01987,-98.0705,405
38.881568,-98.85653,406
38.865429,-98.85357,407
39.755694,-99.321983,408
38.87833,-97.611014,409
38.827624,-97.635594,410
38.833172,-97.625544,411
38.827685,-97.633331,412
38.832136,-97.625555,413
38.840113,-97.606151,414
38.826836,-97.624519,415
38.835702,-97.60876,416
38.840133,-97.594463,417
38.828259,-97.594645,418
38.815671,-97.61237,419
38.827369,-97.594519,420
38.826194,-97.594608,421
38.826731,-97.593545,422
38.802057,-97.613658,423
38.802944,-97.611998,424
38.80062,-97.611786,425
38.801425,-97.609372,426
38.809323,-97.594659,427
38.793801,-97.615059,428
38.792203,-97.613551,429
38.791547,-97.613491,430
38.788389,-97.613088,431
38.789074,-97.607251,432
38.782562,-97.614189,433
38.781951,-97.61409,434
38.783094,-97.611875,435
38.781296,-97.613824,436
39.380063,-97.124153,437
38.901439,-99.318474,438
38.895507,-99.316849,439
38.894353,-99.317128,440
38.894522,-99.318611,441
38.888078,-99.317165,442
38.881238,-99.31832,443
38.878994,-99.31817,444
38.874535,-99.317316,445
38.873795,-99.317334,446
38.873548,-99.318387,447
38.870472,-99.317356,448
38.869971,-99.318418,449
38.872547,-99.335444,450
40.104536,-99.368335,451
38.920077,-97.260825,452
38.938485,-97.214365,453
38.937462,-97.214483,454
40.519979,-98.053935,455
38.937698,-97.213221,456
38.930475,-97.214422,457
38.914009,-97.213586,458
40.133312,-99.454257,459
38.580495,-97.668715,460
40.56838,-98.3933,461
40.570063,-98.392823,462
40.57279,-98.392882,463
40.576179,-98.392178,464
40.577661,-98.39296,465
40.5798,-98.392783,466
40.580267,-98.39203,467
40.584949,-98.373633,468
40.584944,-98.391525,469
40.585147,-98.412087,470
38.936788,-99.559791,471
40.593018,-98.399883,472
40.13585,-97.181528,473
40.600973,-98.391801,474
40.602034,-98.391618,475
40.507597,-98.95193,476
40.147586,-97.171654,477
40.615525,-98.381986,478
40.61824,-98.383811,479
40.160637,-97.170848,480
40.621975,-98.383842,481
39.089449,-96.976749,482
38.976745,-97.019146,483
38.347351,-98.214055,484
38.358376,-98.759189,485
38.361385,-98.779176,486
38.361325,-98.784014,487
38.361111,-98.78573,488
38.362163,-98.790616,489
38.361383,-98.7875,490
38.362283,-98.791714,491
38.361383,-98.788118,492
38.361381,-98.792552,493
38.361104,-98.794757,494
40.537807,-97.587782,495
40.437552,-99.367608,496
40.437611,-99.367626,497
39.784879,-98.203165,498
39.555641,-97.657877,499
39.563138,-97.657883,500
39.560193,-97.656937,501
40.01987,-98.0705,502
38.881568,-98.85653,503
38.865429,-98.85357,504
39.755694,-99.321983,505
38.87833,-97.611014,506
38.827624,-97.635594,507
38.833172,-97.625544,508
38.827685,-97.633331,509
38.832136,-97.625555,510
38.840113,-97.606151,511
38.826836,-97.624519,512
38.835702,-97.60876,513
38.840133,-97.594463,514
38.828259,-97.594645,515
38.815671,-97.61237,516
38.827369,-97.594519,517
38.826194,-97.594608,518
38.826731,-97.593545,519
38.802057,-97.613658,520
38.802944,-97.611998,521
38.80062,-97.611786,522
38.801425,-97.609372,523
38.809323,-97.594659,524
38.793801,-97.615059,525
38.792203,-97.613551,526
38.791547,-97.613491,527
38.788389,-97.613088,528
38.789074,-97.607251,529
38.782562,-97.614189,530
38.781951,-97.61409,531
38.783094,-97.611875,532
38.781296,-97.613824,533
39.380063,-97.124153,534
38.901439,-99.318474,535
38.895507,-99.316849,536
38.894353,-99.317128,537
38.894522,-99.318611,538
38.888078,-99.317165,539
38.881238,-99.31832,540
38.878994,-99.31817,541
38.874535,-99.317316,542
38.873795,-99.317334,543
38.873548,-99.318387,544
38.870472,-99.317356,545
38.869971,-99.318418,546
38.872547,-99.335444,547
40.104536,-99.368335,548
38.920077,-97.260825,549
38.938485,-97.214365,550
38.937462,-97.214483,551
40.519979,-98.053935,552
38.937698,-97.213221,553
38.930475,-97.214422,554
38.914009,-97.213586,555
40.133312,-99.454257,556
38.580495,-97.668715,557
40.56838,-98.3933,558
40.570063,-98.392823,559
40.57279,-98.392882,560
40.576179,-98.392178,561
40.577661,-98.39296,562
40.5798,-98.392783,563
40.580267,-98.39203,564
40.584949,-98.373633,565
40.584944,-98.391525,566
40.585147,-98.412087,567
38.936788,-99.559791,568
40.593018,-98.399883,569
40.13585,-97.181528,570
40.600973,-98.391801,571
40.602034,-98.391618,572
40.507597,-98.95193,573
40.147586,-97.171654,574
40.615525,-98.381986,575
40.61824,-98.383811,576
40.160637,-97.170848,577
40.621975,-98.383842,578
39.089449,-96.976749,579
38.976745,-97.019146,580
38.347351,-98.214055,581
38.358376,-98.759189,582
38.361385,-98.779176,583
38.361325,-98.784014,584
38.361111,-98.78573,585
38.362163,-98.790616,586
38.361383,-98.7875,587
38.362283,-98.791714,588
38.361383,-98.788118,589
38.361381,-98.792552,590
38.361104,-98.794757,591
40.537807,-97.587782,592
40.437552,-99.367608,593
40.437611,-99.367626,594
40.439152,-99.371512,595
40.437743,-99.382057,596
39.784879,-98.203165,597
39.555641,-97.657877,598
39.563138,-97.657883,599
39.560193,-97.656937,600
40.01987,-98.0705,601
38.881568,-98.85653,602
38.865429,-98.85357,603
39.755694,-99.321983,604
38.87833,-97.611014,605
38.827624,-97.635594,606
38.833172,-97.625544,607
38.827685,-97.633331,608
38.832136,-97.625555,609
38.840113,-97.606151,610
38.826836,-97.624519,611
38.835702,-97.60876,612
38.840133,-97.594463,613
38.828259,-97.594645,614
38.815671,-97.61237,615
38.827369,-97.594519,616
38.826194,-97.594608,617
38.826731,-97.593545,618
38.802057,-97.613658,619
38.802944,-97.611998,620
38.80062,-97.611786,621
38.801425,-97.609372,622
38.809323,-97.594659,623
38.793801,-97.615059,624
38.792203,-97.613551,625
38.791547,-97.613491,626
38.788389,-97.613088,627
38.789074,-97.607251,628
38.782562,-97.614189,629
38.781951,-97.61409,630
38.783094,-97.611875,631
38.781296,-97.613824,632
39.380063,-97.124153,633
38.901439,-99.318474,634
38.895507,-99.316849,635
38.894353,-99.317128,636
38.894522,-99.318611,637
38.888078,-99.317165,638
38.881238,-99.31832,639
38.878994,-99.31817,640
38.874535,-99.317316,641
38.873795,-99.317334,642
38.873548,-99.318387,643
38.870472,-99.317356,644
38.869971,-99.318418,645
38.872547,-99.335444,646
40.104536,-99.368335,647
38.920077,-97.260825,648
38.938485,-97.214365,649
38.937462,-97.214483,650
40.519979,-98.053935,651
38.937698,-97.213221,652
38.930475,-97.214422,653
38.914009,-97.213586,654
40.133312,-99.454257,655
38.580495,-97.668715,656
40.56838,-98.3933,657
40.570063,-98.392823,658
40.57279,-98.392882,659
40.576179,-98.392178,660
40.577661,-98.39296,661
40.5798,-98.392783,662
40.580267,-98.39203,663
40.584949,-98.373633,664
40.584944,-98.391525,665
40.585147,-98.412087,666
38.936788,-99.559791,667
40.593018,-98.399883,668
40.13585,-97.181528,669
40.600973,-98.391801,670
40.602034,-98.391618,671
40.507597,-98.95193,672
40.147586,-97.171654,673
40.615525,-98.381986,674
40.61824,-98.383811,675
40.160637,-97.170848,676
40.621975,-98.383842,677
39.089449,-96.976749,678
38.976745,-97.019146,679
38.347351,-98.214055,680
38.358376,-98.759189,681
38.361385,-98.779176,682
38.361325,-98.784014,683
38.361111,-98.78573,684
38.362163,-98.790616,685
38.361383,-98.7875,686
38.362283,-98.791714,687
38.361383,-98.788118,688
38.361381,-98.792552,689
38.361104,-98.794757,690
40.537807,-97.587782,691
40.437552,-99.367608,692
40.437611,-99.367626,693
39.784879,-98.203165,694
39.555641,-97.657877,695
39.563138,-97.657883,696
39.560193,-97.656937,697
40.01987,-98.0705,698
38.881568,-98.85653,699
38.865429,-98.85357,700
39.755694,-99.321983,701
38.87833,-97.611014,702
38.827624,-97.635594,703
38.833172,-97.625544,704
38.827685,-97.633331,705
38.832136,-97.625555,706
38.840113,-97.606151,707
38.826836,-97.624519,708
38.835702,-97.60876,709
38.840133,-97.594463,710
38.828259,-97.594645,711
38.815671,-97.61237,712
38.827369,-97.594519,713
38.826194,-97.594608,714
38.826731,-97.593545,715
38.802057,-97.613658,716
38.802944,-97.611998,717
38.80062,-97.611786,718
38.801425,-97.609372,719
38.809323,-97.594659,720
38.793801,-97.615059,721
38.792203,-97.613551,722
38.791547,-97.613491,723
38.788389,-97.613088,724
38.789074,-97.607251,725
38.782562,-97.614189,726
38.781951,-97.61409,727
38.783094,-97.611875,728
38.781296,-97.613824,729
39.380063,-97.124153,730
38.901439,-99.318474,731
38.895507,-99.316849,732
38.894353,-99.317128,733
38.894522,-99.318611,734
38.888078,-99.317165,735
38.881238,-99.31832,736
38.878994,-99.31817,737
38.874535,-99.317316,738
38.873795,-99.317334,739
38.873548,-99.318387,740
38.870472,-99.317356,741
38.869971,-99.318418,742
38.872547,-99.335444,743
40.104536,-99.368335,744
38.920077,-97.260825,745
38.938485,-97.214365,746
38.937462,-97.214483,747
40.519979,-98.053935,748
38.937698,-97.213221,749
38.930475,-97.214422,750
38.914009,-97.213586,751
40.133312,-99.454257,752
38.580495,-97.668715,753
40.56838,-98.3933,754
40.570063,-98.392823,755
40.57279,-98.392882,756
40.576179,-98.392178,757
40.577661,-98.39296,758
40.5798,-98.392783,759
40.580267,-98.39203,760
40.584949,-98.373633,761
40.584944,-98.391525,762
40.585147,-98.412087,763
38.936788,-99.559791,764
40.593018,-98.399883,765
40.13585,-97.181528,766
40.600973,-98.391801,767
40.602034,-98.391618,768
40.507597,-98.95193,769
40.147586,-97.171654,770
40.615525,-98.381986,771
40.61824,-98.383811,772
40.160637,-97.170848,773
40.621975,-98.383842,774
39.089449,-96.976749,775
38.976745,-97.019146,776
38.347351,-98.214055,777
38.358376,-98.759189,778
38.361385,-98.779176,779
38.361325,-98.784014,780
38.361111,-98.78573,781
38.362163,-98.790616,782
38.361383,-98.7875,783
38.362283,-98.791714,784
38.361383,-98.788118,785
38.361381,-98.792552,786
38.361104,-98.794757,787
40.537807,-97.587782,788
40.437552,-99.367608,789
39.784879,-98.203165,790
39.555641,-97.657877,791
39.563138,-97.657883,792
39.560193,-97.656937,793
40.01987,-98.0705,794
38.881568,-98.85653,795
38.865429,-98.85357,796
39.755694,-99.321983,797
38.87833,-97.611014,798
38.827624,-97.635594,799
38.833172,-97.625544,800
38.827685,-97.633331,801
38.832136,-97.625555,802
38.840113,-97.606151,803
38.826836,-97.624519,804
38.835702,-97.60876,805
38.840133,-97.594463,806
38.828259,-97.594645,807
38.815671,-97.61237,808
38.827369,-97.594519,809
38.826194,-97.594608,810
38.826731,-97.593545,811
38.802057,-97.613658,812
38.802944,-97.611998,813
38.80062,-97.611786,814
38.801425,-97.609372,815
38.809323,-97.594659,816
38.793801,-97.615059,817
38.792203,-97.613551,818
38.791547,-97.613491,819
38.788389,-97.613088,820
38.789074,-97.607251,821
38.782562,-97.614189,822
38.781951,-97.61409,823
38.783094,-97.611875,824
38.781296,-97.613824,825
39.380063,-97.124153,826
38.901439,-99.318474,827
38.895507,-99.316849,828
38.894353,-99.317128,829
38.894522,-99.318611,830
38.888078,-99.317165,831
38.881238,-99.31832,832
38.878994,-99.31817,833
38.874535,-99.317316,834
38.873795,-99.317334,835
38.873548,-99.318387,836
38.870472,-99.317356,837
38.869971,-99.318418,838
38.872547,-99.335444,839
40.104536,-99.368335,840
38.920077,-97.260825,841
38.938485,-97.214365,842
38.937462,-97.214483,843
40.519979,-98.053935,844
38.937698,-97.213221,845
38.930475,-97.214422,846
38.914009,-97.213586,847
40.133312,-99.454257,848
38.580495,-97.668715,849
40.56838,-98.3933,850
40.570063,-98.392823,851
40.57279,-98.392882,852
40.576179,-98.392178,853
40.577661,-98.39296,854
40.5798,-98.392783,855
40.580267,-98.39203,856
40.584949,-98.373633,857
40.584944,-98.391525,858
40.585147,-98.412087,859
38.936788,-99.559791,860
40.593018,-98.399883,861
40.13585,-97.181528,862
40.600973,-98.391801,863
40.602034,-98.391618,864
40.507597,-98.95193,865
40.147586,-97.171654,866
40.615525,-98.381986,867
40.61824,-98.383811,868
40.160637,-97.170848,869
40.621975,-98.383842,870
39.089449,-96.976749,871
38.976745,-97.019146,872
38.347351,-98.214055,873
38.358376,-98.759189,874
38.361385,-98.779176,875
38.361325,-98.784014,876
38.361111,-98.78573,877
38.362163,-98.790616,878
38.361383,-98.7875,879
38.362283,-98.791714,880
38.361383,-98.788118,881
38.361381,-98.792552,882
38.361104,-98.794757,883
40.537807,-97.587782,884
40.437552,-99.367608,885
39.784879,-98.203165,886
39.555641,-97.657877,887
39.563138,-97.657883,888
39.560193,-97.656937,889
40.01987,-98.0705,890
38.881568,-98.85653,891
38.865429,-98.85357,892
39.755694,-99.321983,893
38.87833,-97.611014,894
38.827624,-97.635594,895
38.833172,-97.625544,896
38.827685,-97.633331,897
38.832136,-97.625555,898
38.840113,-97.606151,899
38.826836,-97.624519,900
38.835702,-97.60876,901
38.840133,-97.594463,902
38.828259,-97.594645,903
38.815671,-97.61237,904
38.827369,-97.594519,905
38.826194,-97.594608,906
38.826731,-97.593545,907
38.802057,-97.613658,908
38.802944,-97.611998,909
38.80062,-97.611786,910
38.801425,-97.609372,911
38.809323,-97.594659,912
38.793801,-97.615059,913
38.792203,-97.613551,914
38.791547,-97.613491,915
38.788389,-97.613088,916
38.789074,-97.607251,917
38.782562,-97.614189,918
38.781951,-97.61409,919
38.783094,-97.611875,920
38.781296,-97.613824,921
39.380063,-97.124153,922
38.901439,-99.318474,923
38.895507,-99.316849,924
38.894353,-99.317128,925
38.894522,-99.318611,926
38.888078,-99.317165,927
38.881238,-99.31832,928
38.878994,-99.31817,929
38.874535,-99.317316,930
38.873795,-99.317334,931
38.873548,-99.318387,932
38.870472,-99.317356,933
38.869971,-99.318418,934
38.872547,-99.335444,935
40.104536,-99.368335,936
38.920077,-97.260825,937
38.938485,-97.214365,938
38.937462,-97.214483,939
40.519979,-98.053935,940
38.937698,-97.213221,941
38.930475,-97.214422,942
38.914009,-97.213586,943
40.133312,-99.454257,944
38.580495,-97.668715,945
40.56838,-98.3933,946
40.570063,-98.392823,947
40.57279,-98.392882,948
40.576179,-98.392178,949
40.577661,-98.39296,950
40.5798,-98.392783,951
40.580267,-98.39203,952
40.584949,-98.373633,953
40.584944,-98.391525,954
40.585147,-98.412087,955
38.936788,-99.559791,956
40.593018,-98.399883,957
40.13585,-97.181528,958
40.600973,-98.391801,959
40.602034,-98.391618,960
40.507597,-98.95193,961
40.147586,-97.171654,962
40.615525,-98.381986,963
40.61824,-98.383811,964
40.160637,-97.170848,965
40.621975,-98.383842,966
39.089449,-96.976749,967
38.976745,-97.019146,968
38.347351,-98.214055,969
38.358376,-98.759189,970
38.361385,-98.779176,971
38.361325,-98.784014,972
38.361111,-98.78573,973
38.362163,-98.790616,974
38.361383,-98.7875,975
38.362283,-98.791714,976
38.361383,-98.788118,977
38.361381,-98.792552,978
38.361104,-98.794757,979
40.537807,-97.587782,980
40.437552,-99.367608,981
40.437611,-99.367626,982
39.784879,-98.203165,983
39.555641,-97.657877,984
39.563138,-97.657883,985
39.560193,-97.656937,986
40.01987,-98.0705,987
38.881568,-98.85653,988
38.865429,-98.85357,989
39.755694,-99.321983,990
38.87833,-97.611014,991
38.827624,-97.635594,992
38.833172,-97.625544,993
38.827685,-97.633331,994
38.832136,-97.625555,995
38.840113,-97.606151,996
38.826836,-97.624519,997
38.835702,-97.60876,998
38.840133,-97.594463,999
38.828259,-97.594645,1000
38.815671,-97.61237,1001
38.827369,-97.594519,1002
38.826194,-97.594608,1003
38.826731,-97.593545,1004
38.802057,-97.613658,1005
38.802944,-97.611998,1006
38.80062,-97.611786,1007
38.801425,-97.609372,1008
38.809323,-97.594659,1009
38.793801,-97.615059,1010
38.792203,-97.613551,1011
38.791547,-97.613491,1012
38.788389,-97.613088,1013
38.789074,-97.607251,1014
38.782562,-97.614189,1015
38.781951,-97.61409,1016
38.783094,-97.611875,1017
38.781296,-97.613824,1018
39.380063,-97.124153,1019
38.901439,-99.318474,1020
38.895507,-99.316849,1021
38.894353,-99.317128,1022
38.894522,-99.318611,1023
38.888078,-99.317165,1024
38.881238,-99.31832,1025
38.878994,-99.31817,1026
38.874535,-99.317316,1027
38.873795,-99.317334,1028
38.873548,-99.318387,1029
38.870472,-99.317356,1030
38.869971,-99.318418,1031
38.872547,-99.335444,1032
40.104536,-99.368335,1033
38.920077,-97.260825,1034
38.938485,-97.214365,1035
38.937462,-97.214483,1036
40.519979,-98.053935,1037
38.937698,-97.213221,1038
38.930475,-97.214422,1039
38.914009,-97.213586,1040
40.133312,-99.454257,1041
38.580495,-97.668715,1042
40.56838,-98.3933,1043
40.570063,-98.392823,1044
40.57279,-98.392882,1045
40.576179,-98.392178,1046
40.577661,-98.39296,1047
40.5798,-98.392783,1048
40.580267,-98.39203,1049
40.584949,-98.373633,1050
40.584944,-98.391525,1051
40.585147,-98.412087,1052
38.936788,-99.559791,1053
40.593018,-98.399883,1054
40.13585,-97.181528,1055
40.600973,-98.391801,1056
40.602034,-98.391618,1057
40.507597,-98.95193,1058
40.147586,-97.171654,1059
40.615525,-98.381986,1060
40.61824,-98.383811,1061
40.160637,-97.170848,1062
40.621975,-98.383842,1063
39.089449,-96.976749,1064
38.976745,-97.019146,1065
38.347351,-98.214055,1066
38.358376,-98.759189,1067
38.361385,-98.779176,1068
38.361325,-98.784014,1069
