index,locationabbr,state_code,State_County_Code,POVERTY_RATE,YEAR
10910,MS,28,28161,26.9,2013
10911,MS,28,28163,41.8,2013
10912,MO,29,29001,24.9,2013
10913,MO,29,29003,10.1,2013
10914,MO,29,29005,13.2,2013
10915,MO,29,29007,19.7,2013
10916,MO,29,29009,20.2,2013
10917,MO,29,29011,18.5,2013
10918,MO,29,29013,21.6,2013
10919,MO,29,29015,23.1,2013
10920,MO,29,29017,19.6,2013
10921,MO,29,29019,19.8,2013
10922,MO,29,29021,17.8,2013
10923,MO,29,29023,22.0,2013
10924,MO,29,29025,15.3,2013
10925,MO,29,29027,13.8,2013
10926,MO,29,29029,18.0,2013
10927,MO,29,29031,15.8,2013
10928,MO,29,29033,17.7,2013
10929,MO,29,29035,23.7,2013
10930,MO,29,29037,9.2,2013
10931,MO,29,29039,25.5,2013
10932,MO,29,29041,16.8,2013
10933,MO,29,29043,11.4,2013
10934,MO,29,29045,17.5,2013
10935,MO,29,29047,10.0,2013
10936,MO,29,29049,11.5,2013
10937,MO,29,29051,13.7,2013
10938,MO,29,29053,15.5,2013
10939,MO,29,29055,20.1,2013
10940,MO,29,29057,18.4,2013
10941,MO,29,29059,21.7,2013
10942,MO,29,29061,18.9,2013
10943,MO,29,29063,17.2,2013
10944,MO,29,29065,23.0,2013
10945,MO,29,29067,22.5,2013
10946,MO,29,29069,27.0,2013
10947,MO,29,29071,10.8,2013
10948,MO,29,29073,15.8,2013
10949,MO,29,29075,16.1,2013
10950,MO,29,29077,20.2,2013
10951,MO,29,29079,21.4,2013
10952,MO,29,29081,19.0,2013
10953,MO,29,29083,18.4,2013
10954,MO,29,29085,24.7,2013
10955,MO,29,29087,13.1,2013
10956,MO,29,29089,15.9,2013
10957,MO,29,29091,27.6,2013
10958,MO,29,29093,22.0,2013
10959,MO,29,29095,17.2,2013
10960,MO,29,29097,18.3,2013
10961,MO,29,29099,11.5,2013
10962,MO,29,29101,17.7,2013
10963,MO,29,29103,21.3,2013
10964,MO,29,29105,22.1,2013
10965,MO,29,29107,12.7,2013
10966,MO,29,29109,18.6,2013
10967,MO,29,29111,17.5,2013
10968,MO,29,29113,11.9,2013
10969,MO,29,29115,19.6,2013
10970,MO,29,29117,17.2,2013
10971,MO,29,29119,20.7,2013
10972,MO,29,29121,18.8,2013
10973,MO,29,29123,21.4,2013
10974,MO,29,29125,17.5,2013
10975,MO,29,29127,16.8,2013
10976,MO,29,29129,17.6,2013
10977,MO,29,29131,20.5,2013
10978,MO,29,29133,36.3,2013
10979,MO,29,29135,14.1,2013
10980,MO,29,29137,15.7,2013
10981,MO,29,29139,15.3,2013
10982,MO,29,29141,22.0,2013
10983,MO,29,29143,23.7,2013
10984,MO,29,29145,16.1,2013
10985,MO,29,29147,18.5,2013
10986,MO,29,29149,26.4,2013
10987,MO,29,29151,10.1,2013
10988,MO,29,29153,26.2,2013
10989,MO,29,29155,31.4,2013
10990,MO,29,29157,12.7,2013
10991,MO,29,29159,20.1,2013
10992,MO,29,29161,16.4,2013
10993,MO,29,29163,19.8,2013
10994,MO,29,29165,7.7,2013
10995,MO,29,29167,20.0,2013
10996,MO,29,29169,15.1,2013
10997,MO,29,29171,17.9,2013
10998,MO,29,29173,11.4,2013
10999,MO,29,29175,22.4,2013
11000,MO,29,29177,13.2,2013
11001,MO,29,29179,23.3,2013
11002,MO,29,29181,23.6,2013
11003,MO,29,29183,6.4,2013
11004,MO,29,29185,26.4,2013
11005,MO,29,29186,12.3,2013
11006,MO,29,29187,20.7,2013
11007,MO,29,29189,10.9,2013
11008,MO,29,29195,18.4,2013
11009,MO,29,29197,21.2,2013
11010,MO,29,29199,17.6,2013
11011,MO,29,29201,18.4,2013
11012,MO,29,29203,31.5,2013
11013,MO,29,29205,17.2,2013
11014,MO,29,29207,16.3,2013
11015,MO,29,29209,16.1,2013
11016,MO,29,29211,16.5,2013
11017,MO,29,29213,19.7,2013
11018,MO,29,29215,25.4,2013
11019,MO,29,29217,21.5,2013
11020,MO,29,29219,11.7,2013
11021,MO,29,29221,26.2,2013
11022,MO,29,29223,26.3,2013
11023,MO,29,29225,19.5,2013
11024,MO,29,29227,15.0,2013
11025,MO,29,29229,29.1,2013
11026,MO,29,29510,27.2,2013
11027,MT,30,30001,17.1,2013
11028,MT,30,30003,27.6,2013
11029,MT,30,30005,28.2,2013
11030,MT,30,30007,13.3,2013
11031,MT,30,30009,12.6,2013
11032,MT,30,30011,15.5,2013
11033,MT,30,30013,15.7,2013
11034,MT,30,30015,21.8,2013
11035,MT,30,30017,12.8,2013
11036,MT,30,30019,9.3,2013
11037,MT,30,30021,11.9,2013
11038,MT,30,30023,17.7,2013
11039,MT,30,30025,7.8,2013
11040,MT,30,30027,14.4,2013
11041,MT,30,30029,16.7,2013
11042,MT,30,30031,14.0,2013
11043,MT,30,30033,17.3,2013
11044,MT,30,30035,31.0,2013
11045,MT,30,30037,19.6,2013
11046,MT,30,30039,15.9,2013
11047,MT,30,30041,18.5,2013
11048,MT,30,30043,10.5,2013
11049,MT,30,30045,14.3,2013
11050,MT,30,30047,20.3,2013
11051,MT,30,30049,12.6,2013
11052,MT,30,30051,23.0,2013
11053,MT,30,30053,17.6,2013
11054,MT,30,30055,15.5,2013
11055,MT,30,30057,12.2,2013
11056,MT,30,30059,19.6,2013
11057,MT,30,30061,18.1,2013
11058,MT,30,30063,17.4,2013
11059,MT,30,30065,17.0,2013
11060,MT,30,30067,13.8,2013
11061,MT,30,30069,14.8,2013
11062,MT,30,30071,18.1,2013
11063,MT,30,30073,20.1,2013
11064,MT,30,30075,12.4,2013
11065,MT,30,30077,20.0,2013
11066,MT,30,30079,12.7,2013
11067,MT,30,30081,19.8,2013
11068,MT,30,30083,7.7,2013
11069,MT,30,30085,26.6,2013
11070,MT,30,30087,19.5,2013
11071,MT,30,30089,21.9,2013
11072,MT,30,30091,10.4,2013
11073,MT,30,30093,20.0,2013
11074,MT,30,30095,9.5,2013
11075,MT,30,30097,12.2,2013
11076,MT,30,30099,15.1,2013
11077,MT,30,30101,16.9,2013
11078,MT,30,30103,11.3,2013
11079,MT,30,30105,13.3,2013
11080,MT,30,30107,19.7,2013
11081,MT,30,30109,11.0,2013
11082,MT,30,30111,12.9,2013
11083,NE,31,31001,11.4,2013
11084,NE,31,31003,12.8,2013
11085,NE,31,31005,9.2,2013
11086,NE,31,31007,12.3,2013
11087,NE,31,31009,18.0,2013
11088,NE,31,31011,9.9,2013
11089,NE,31,31013,12.9,2013
11090,NE,31,31015,13.9,2013
11091,NE,31,31017,13.8,2013
11092,NE,31,31019,12.7,2013
11093,NE,31,31021,11.7,2013
11094,NE,31,31023,9.8,2013
11095,NE,31,31025,8.2,2013
11096,NE,31,31027,9.4,2013
11097,NE,31,31029,9.8,2013
11098,NE,31,31031,13.5,2013
11099,NE,31,31033,9.9,2013
11100,NE,31,31035,11.4,2013
11101,NE,31,31037,10.1,2013
11102,NE,31,31039,9.8,2013
11103,NE,31,31041,13.1,2013
11104,NE,31,31043,14.4,2013
11105,NE,31,31045,17.5,2013
11106,NE,31,31047,14.8,2013
11107,NE,31,31049,12.8,2013
11108,NE,31,31051,10.2,2013
11109,NE,31,31053,11.3,2013
11110,NE,31,31055,15.2,2013
11111,NE,31,31057,13.6,2013
11112,NE,31,31059,9.0,2013
11113,NE,31,31061,13.0,2013
11114,NE,31,31063,13.4,2013
11115,NE,31,31065,14.2,2013
11116,NE,31,31067,11.3,2013
11117,NE,31,31069,15.9,2013
11118,NE,31,31071,12.9,2013
11119,NE,31,31073,9.9,2013
11120,NE,31,31075,11.1,2013
11121,NE,31,31077,13.6,2013
11122,NE,31,31079,14.9,2013
11123,NE,31,31081,8.8,2013
11124,NE,31,31083,12.1,2013
11125,NE,31,31085,14.6,2013
11126,NE,31,31087,15.0,2013
11127,NE,31,31089,13.0,2013
11128,NE,31,31091,9.9,2013
11129,NE,31,31093,10.9,2013
11130,NE,31,31095,12.7,2013
11131,NE,31,31097,14.8,2013
11132,NE,31,31099,9.2,2013
11133,NE,31,31101,13.9,2013
11134,NE,31,31103,19.4,2013
11135,NE,31,31105,13.6,2013
11136,NE,31,31107,15.1,2013
11137,NE,31,31109,14.8,2013
11138,NE,31,31111,12.6,2013
11139,NE,31,31113,10.6,2013
11140,NE,31,31115,16.7,2013
11141,NE,31,31117,14.9,2013
11142,NE,31,31119,12.5,2013
11143,NE,31,31121,11.1,2013
11144,NE,31,31123,13.4,2013
11145,NE,31,31125,12.6,2013
11146,NE,31,31127,13.2,2013
11147,NE,31,31129,11.6,2013
11148,NE,31,31131,9.8,2013
11149,NE,31,31133,15.2,2013
11150,NE,31,31135,10.0,2013
11151,NE,31,31137,8.7,2013
11152,NE,31,31139,9.6,2013
11153,NE,31,31141,10.2,2013
11154,NE,31,31143,8.9,2013
11155,NE,31,31145,12.2,2013
11156,NE,31,31147,14.4,2013
11157,NE,31,31149,15.2,2013
11158,NE,31,31151,12.0,2013
11159,NE,31,31153,6.3,2013
11160,NE,31,31155,8.7,2013
11161,NE,31,31157,15.2,2013
11162,NE,31,31159,10.2,2013
11163,NE,31,31161,16.0,2013
11164,NE,31,31163,13.8,2013
11165,NE,31,31165,16.5,2013
11166,NE,31,31167,8.3,2013
11167,NE,31,31169,13.1,2013
11168,NE,31,31171,15.5,2013
11169,NE,31,31173,30.5,2013
11170,NE,31,31175,12.3,2013
11171,NE,31,31177,7.7,2013
11172,NE,31,31179,13.2,2013
11173,NE,31,31181,12.4,2013
11174,NE,31,31183,16.0,2013
11175,NE,31,31185,9.8,2013
11176,NV,32,32001,13.9,2013
11177,NV,32,32003,16.3,2013
11178,NV,32,32005,10.2,2013
11179,NV,32,32007,9.1,2013
11180,NV,32,32009,13.8,2013
11181,NV,32,32011,8.1,2013
11182,NV,32,32013,10.1,2013
11183,NV,32,32015,9.8,2013
11184,NV,32,32017,14.1,2013
11185,NV,32,32019,15.7,2013
11186,NV,32,32021,18.3,2013
11187,NV,32,32023,18.5,2013
11188,NV,32,32027,21.2,2013
11189,NV,32,32029,8.2,2013
11190,NV,32,32031,15.1,2013
11191,NV,32,32033,13.5,2013
11192,NV,32,32510,15.4,2013
11193,NH,33,33001,9.3,2013
11194,NH,33,33003,10.4,2013
11195,NH,33,33005,11.4,2013
11196,NH,33,33007,14.8,2013
11197,NH,33,33009,11.1,2013
11198,NH,33,33011,9.3,2013
11199,NH,33,33013,9.1,2013
11200,NH,33,33015,5.9,2013
11201,NH,33,33017,9.8,2013
11202,NH,33,33019,10.4,2013
11203,NJ,34,34001,17.1,2013
11204,NJ,34,34003,8.1,2013
11205,NJ,34,34005,6.2,2013
11206,NJ,34,34007,14.7,2013
11207,NJ,34,34009,10.8,2013
11208,NJ,34,34011,20.1,2013
11209,NJ,34,34013,17.7,2013
11210,NJ,34,34015,9.4,2013
11211,NJ,34,34017,19.4,2013
11212,NJ,34,34019,4.1,2013
11213,NJ,34,34021,11.8,2013
11214,NJ,34,34023,9.4,2013
11215,NJ,34,34025,7.8,2013
11216,NJ,34,34027,4.9,2013
11217,NJ,34,34029,10.5,2013
11218,NJ,34,34031,16.6,2013
11219,NJ,34,34033,15.0,2013
11220,NJ,34,34035,5.7,2013
11221,NJ,34,34037,6.1,2013
11222,NJ,34,34039,11.5,2013
11223,NJ,34,34041,8.7,2013
11224,NM,35,35001,18.7,2013
11225,NM,35,35003,21.7,2013
11226,NM,35,35005,21.2,2013
11227,NM,35,35006,32.2,2013
11228,NM,35,35007,20.1,2013
11229,NM,35,35009,21.1,2013
11230,NM,35,35011,22.0,2013
11231,NM,35,35013,27.0,2013
11232,NM,35,35015,15.1,2013
11233,NM,35,35017,22.4,2013
11234,NM,35,35019,25.8,2013
11235,NM,35,35021,15.2,2013
11236,NM,35,35023,25.7,2013
11237,NM,35,35025,14.8,2013
11238,NM,35,35027,18.8,2013
11239,NM,35,35028,4.0,2013
11240,NM,35,35029,31.2,2013
11241,NM,35,35031,40.3,2013
11242,NM,35,35033,23.8,2013
11243,NM,35,35035,21.3,2013
11244,NM,35,35037,25.8,2013
11245,NM,35,35039,24.8,2013
11246,NM,35,35041,24.6,2013
11247,NM,35,35043,15.3,2013
11248,NM,35,35045,21.8,2013
11249,NM,35,35047,32.4,2013
11250,NM,35,35049,18.1,2013
11251,NM,35,35051,26.9,2013
11252,NM,35,35053,27.9,2013
11253,NM,35,35055,26.2,2013
11254,NM,35,35057,27.8,2013
11255,NM,35,35059,20.1,2013
11256,NM,35,35061,23.4,2013
11257,NY,36,36001,13.7,2013
11258,NY,36,36003,16.7,2013
11259,NY,36,36005,30.7,2013
11260,NY,36,36007,17.7,2013
11261,NY,36,36009,18.9,2013
11262,NY,36,36011,14.2,2013
11263,NY,36,36013,19.1,2013
11264,NY,36,36015,17.0,2013
11265,NY,36,36017,16.8,2013
11266,NY,36,36019,15.7,2013
11267,NY,36,36021,11.8,2013
11268,NY,36,36023,14.6,2013
11269,NY,36,36025,17.8,2013
11270,NY,36,36027,9.5,2013
11271,NY,36,36029,15.1,2013
11272,NY,36,36031,11.7,2013
11273,NY,36,36033,22.4,2013
11274,NY,36,36035,15.7,2013
11275,NY,36,36037,14.7,2013
11276,NY,36,36039,13.9,2013
11277,NY,36,36041,12.1,2013
11278,NY,36,36043,16.4,2013
11279,NY,36,36045,15.7,2013
11280,NY,36,36047,23.3,2013
11281,NY,36,36049,14.8,2013
11282,NY,36,36051,15.0,2013
11283,NY,36,36053,13.9,2013
11284,NY,36,36055,15.5,2013
11285,NY,36,36057,17.3,2013
11286,NY,36,36059,6.5,2013
11287,NY,36,36061,19.0,2013
11288,NY,36,36063,13.8,2013
11289,NY,36,36065,17.6,2013
11290,NY,36,36067,15.3,2013
11291,NY,36,36069,10.0,2013
11292,NY,36,36071,13.6,2013
11293,NY,36,36073,15.7,2013
11294,NY,36,36075,18.6,2013
11295,NY,36,36077,17.1,2013
11296,NY,36,36079,5.8,2013
11297,NY,36,36081,15.4,2013
11298,NY,36,36083,14.0,2013
11299,NY,36,36085,13.1,2013
11300,NY,36,36087,14.8,2013
11301,NY,36,36089,21.4,2013
11302,NY,36,36091,7.9,2013
11303,NY,36,36093,14.2,2013
11304,NY,36,36095,13.7,2013
11305,NY,36,36097,17.9,2013
11306,NY,36,36099,13.1,2013
11307,NY,36,36101,15.6,2013
11308,NY,36,36103,7.5,2013
11309,NY,36,36105,19.4,2013
11310,NY,36,36107,11.7,2013
11311,NY,36,36109,18.8,2013
11312,NY,36,36111,12.7,2013
11313,NY,36,36113,11.3,2013
11314,NY,36,36115,15.1,2013
11315,NY,36,36117,11.4,2013
11316,NY,36,36119,9.9,2013
11317,NY,36,36121,11.8,2013
11318,NY,36,36123,16.5,2013
11319,NC,37,37001,19.8,2013
11320,NC,37,37003,14.0,2013
11321,NC,37,37005,21.2,2013
11322,NC,37,37007,28.8,2013
11323,NC,37,37009,22.4,2013
11324,NC,37,37011,20.4,2013
11325,NC,37,37013,20.5,2013
11326,NC,37,37015,26.6,2013
11327,NC,37,37017,27.1,2013
11328,NC,37,37019,16.1,2013
11329,NC,37,37021,15.7,2013
11330,NC,37,37023,20.6,2013
11331,NC,37,37025,12.1,2013
11332,NC,37,37027,18.3,2013
11333,NC,37,37029,9.5,2013
11334,NC,37,37031,15.2,2013
11335,NC,37,37033,25.5,2013
11336,NC,37,37035,16.5,2013
11337,NC,37,37037,15.6,2013
11338,NC,37,37039,22.5,2013
11339,NC,37,37041,22.2,2013
11340,NC,37,37043,19.3,2013
11341,NC,37,37045,19.6,2013
11342,NC,37,37047,25.3,2013
11343,NC,37,37049,16.6,2013
11344,NC,37,37051,18.0,2013
11345,NC,37,37053,11.7,2013
11346,NC,37,37055,11.1,2013
11347,NC,37,37057,19.3,2013
11348,NC,37,37059,13.9,2013
11349,NC,37,37061,25.4,2013
11350,NC,37,37063,17.0,2013
11351,NC,37,37065,27.3,2013
11352,NC,37,37067,20.5,2013
11353,NC,37,37069,18.4,2013
11354,NC,37,37071,19.2,2013
11355,NC,37,37073,18.2,2013
11356,NC,37,37075,24.7,2013
11357,NC,37,37077,15.3,2013
11358,NC,37,37079,23.3,2013
11359,NC,37,37081,19.2,2013
11360,NC,37,37083,31.6,2013
11361,NC,37,37085,18.5,2013
11362,NC,37,37087,20.4,2013
11363,NC,37,37089,15.5,2013
11364,NC,37,37091,24.9,2013
11365,NC,37,37093,23.2,2013
11366,NC,37,37095,22.9,2013
11367,NC,37,37097,12.7,2013
11368,NC,37,37099,24.2,2013
11369,NC,37,37101,16.6,2013
11370,NC,37,37103,20.7,2013
11371,NC,37,37105,17.9,2013
11372,NC,37,37107,21.7,2013
11373,NC,37,37109,14.6,2013
11374,NC,37,37111,21.9,2013
11375,NC,37,37113,20.4,2013
11376,NC,37,37115,19.9,2013
11377,NC,37,37117,22.6,2013
11378,NC,37,37119,15.5,2013
11379,NC,37,37121,18.3,2013
11380,NC,37,37123,22.1,2013
11381,NC,37,37125,14.3,2013
11382,NC,37,37127,16.6,2013
11383,NC,37,37129,18.9,2013
11384,NC,37,37131,29.0,2013
11385,NC,37,37133,16.9,2013
11386,NC,37,37135,15.5,2013
11387,NC,37,37137,19.0,2013
11388,NC,37,37139,21.8,2013
11389,NC,37,37141,18.3,2013
11390,NC,37,37143,20.9,2013
11391,NC,37,37145,18.4,2013
11392,NC,37,37147,25.4,2013
11393,NC,37,37149,14.7,2013
11394,NC,37,37151,19.8,2013
11395,NC,37,37153,27.3,2013
11396,NC,37,37155,30.7,2013
11397,NC,37,37157,21.2,2013
11398,NC,37,37159,18.8,2013
11399,NC,37,37161,23.9,2013
11400,NC,37,37163,24.3,2013
11401,NC,37,37165,34.1,2013
11402,NC,37,37167,17.7,2013
11403,NC,37,37169,14.4,2013
11404,NC,37,37171,21.3,2013
11405,NC,37,37173,23.2,2013
11406,NC,37,37175,15.6,2013
11407,NC,37,37177,27.2,2013
11408,NC,37,37179,10.3,2013
11409,NC,37,37181,27.3,2013
11410,NC,37,37183,10.9,2013
11411,NC,37,37185,27.2,2013
11412,NC,37,37187,25.5,2013
11413,NC,37,37189,27.3,2013
11414,NC,37,37191,20.8,2013
11415,NC,37,37193,23.1,2013
11416,NC,37,37195,20.9,2013
11417,NC,37,37197,18.9,2013
11418,NC,37,37199,21.3,2013
11419,ND,38,38001,10.2,2013
11420,ND,38,38003,10.9,2013
11421,ND,38,38005,30.2,2013
11422,ND,38,38007,8.2,2013
11423,ND,38,38009,10.0,2013
11424,ND,38,38011,8.0,2013
11425,ND,38,38013,9.5,2013
11426,ND,38,38015,8.3,2013
11427,ND,38,38017,13.2,2013
11428,ND,38,38019,8.6,2013
11429,ND,38,38021,12.2,2013
11430,ND,38,38023,9.0,2013
11431,ND,38,38025,9.6,2013
11432,ND,38,38027,10.0,2013
11433,ND,38,38029,13.9,2013
11434,ND,38,38031,8.3,2013
11435,ND,38,38033,11.7,2013
11436,ND,38,38035,15.1,2013
11437,ND,38,38037,15.1,2013
11438,ND,38,38039,9.4,2013
11439,ND,38,38041,10.5,2013
11440,ND,38,38043,13.1,2013
11441,ND,38,38045,9.6,2013
11442,ND,38,38047,11.9,2013
11443,ND,38,38049,11.1,2013
11444,ND,38,38051,15.2,2013
11445,ND,38,38053,9.9,2013
11446,ND,38,38055,10.6,2013
11447,ND,38,38057,7.1,2013
11448,ND,38,38059,8.3,2013
11449,ND,38,38061,11.5,2013
11450,ND,38,38063,9.6,2013
11451,ND,38,38065,10.4,2013
11452,ND,38,38067,8.4,2013
11453,ND,38,38069,12.3,2013
11454,ND,38,38071,13.0,2013
11455,ND,38,38073,8.8,2013
11456,ND,38,38075,7.6,2013
11457,ND,38,38077,10.6,2013
11458,ND,38,38079,29.6,2013
11459,ND,38,38081,6.5,2013
11460,ND,38,38083,16.5,2013
11461,ND,38,38085,37.3,2013
11462,ND,38,38087,9.1,2013
11463,ND,38,38089,8.7,2013
11464,ND,38,38091,7.3,2013
11465,ND,38,38093,12.1,2013
11466,ND,38,38095,10.5,2013
11467,ND,38,38097,9.3,2013
11468,ND,38,38099,11.2,2013
11469,ND,38,38101,8.9,2013
11470,ND,38,38103,10.3,2013
11471,ND,38,38105,7.8,2013
11472,OH,39,39001,24.1,2013
11473,OH,39,39003,16.1,2013
11474,OH,39,39005,12.9,2013
11475,OH,39,39007,18.9,2013
11476,OH,39,39009,31.0,2013
11477,OH,39,39011,9.7,2013
11478,OH,39,39013,16.8,2013
11479,OH,39,39015,17.8,2013
11480,OH,39,39017,13.3,2013
11481,OH,39,39019,15.5,2013
11482,OH,39,39021,12.0,2013
11483,OH,39,39023,18.2,2013
11484,OH,39,39025,9.7,2013
11485,OH,39,39027,17.3,2013
11486,OH,39,39029,17.8,2013
11487,OH,39,39031,14.4,2013
11488,OH,39,39033,18.2,2013
11489,OH,39,39035,19.2,2013
11490,OH,39,39037,14.6,2013
11491,OH,39,39039,11.4,2013
11492,OH,39,39041,5.6,2013
11493,OH,39,39043,15.0,2013
11494,OH,39,39045,11.8,2013
11495,OH,39,39047,17.9,2013
11496,OH,39,39049,17.7,2013
11497,OH,39,39051,10.8,2013
11498,OH,39,39053,20.3,2013
11499,OH,39,39055,7.4,2013
11500,OH,39,39057,12.8,2013
11501,OH,39,39059,22.6,2013
11502,OH,39,39061,18.7,2013
11503,OH,39,39063,12.6,2013
11504,OH,39,39065,15.7,2013
11505,OH,39,39067,16.5,2013
11506,OH,39,39069,11.2,2013
11507,OH,39,39071,21.2,2013
11508,OH,39,39073,16.2,2013
11509,OH,39,39075,12.4,2013
11510,OH,39,39077,14.6,2013
11511,OH,39,39079,21.4,2013
11512,OH,39,39081,18.4,2013
11513,OH,39,39083,14.5,2013
11514,OH,39,39085,9.4,2013
11515,OH,39,39087,20.6,2013
11516,OH,39,39089,11.2,2013
11517,OH,39,39091,13.2,2013
11518,OH,39,39093,14.6,2013
11519,OH,39,39095,21.6,2013
11520,OH,39,39097,12.2,2013
11521,OH,39,39099,18.0,2013
11522,OH,39,39101,16.3,2013
11523,OH,39,39103,6.6,2013
11524,OH,39,39105,20.6,2013
11525,OH,39,39107,9.4,2013
11526,OH,39,39109,10.1,2013
11527,OH,39,39111,16.7,2013
11528,OH,39,39113,18.8,2013
11529,OH,39,39115,22.8,2013
11530,OH,39,39117,13.3,2013
11531,OH,39,39119,20.6,2013
11532,OH,39,39121,17.3,2013
11533,OH,39,39123,10.4,2013
11534,OH,39,39125,12.3,2013
11535,OH,39,39127,17.8,2013
11536,OH,39,39129,13.6,2013
11537,OH,39,39131,24.3,2013
11538,OH,39,39133,16.9,2013
11539,OH,39,39135,13.1,2013
11540,OH,39,39137,7.2,2013
11541,OH,39,39139,17.6,2013
11542,OH,39,39141,19.4,2013
11543,OH,39,39143,12.9,2013
11544,OH,39,39145,24.5,2013
11545,OH,39,39147,13.9,2013
11546,OH,39,39149,10.0,2013
11547,OH,39,39151,15.4,2013
11548,OH,39,39153,14.8,2013
11549,OH,39,39155,18.7,2013
11550,OH,39,39157,14.3,2013
11551,OH,39,39159,7.8,2013
11552,OH,39,39161,13.3,2013
11553,OH,39,39163,22.2,2013
11554,OH,39,39165,7.3,2013
11555,OH,39,39167,16.3,2013
11556,OH,39,39169,13.1,2013
11557,OH,39,39171,12.1,2013
11558,OH,39,39173,13.0,2013
11559,OH,39,39175,11.2,2013
11560,OK,40,40001,30.4,2013
11561,OK,40,40003,15.9,2013
11562,OK,40,40005,20.8,2013
11563,OK,40,40007,10.4,2013
11564,OK,40,40009,15.9,2013
11565,OK,40,40011,16.8,2013
11566,OK,40,40013,19.2,2013
11567,OK,40,40015,21.1,2013
11568,OK,40,40017,7.3,2013
11569,OK,40,40019,17.3,2013
11570,OK,40,40021,22.0,2013
11571,OK,40,40023,27.3,2013
11572,OK,40,40025,17.5,2013
11573,OK,40,40027,12.7,2013
11574,OK,40,40029,18.1,2013
11575,OK,40,40031,20.2,2013
11576,OK,40,40033,16.1,2013
11577,OK,40,40035,19.9,2013
11578,OK,40,40037,14.9,2013
11579,OK,40,40039,15.1,2013
11580,OK,40,40041,22.0,2013
11581,OK,40,40043,12.4,2013
11582,OK,40,40045,11.9,2013
11583,OK,40,40047,13.7,2013
11584,OK,40,40049,19.8,2013
11585,OK,40,40051,13.0,2013
11586,OK,40,40053,12.4,2013
11587,OK,40,40055,21.7,2013
11588,OK,40,40057,23.5,2013
11589,OK,40,40059,10.1,2013
11590,OK,40,40061,22.3,2013
11591,OK,40,40063,22.5,2013
11592,OK,40,40065,17.3,2013
11593,OK,40,40067,21.7,2013
11594,OK,40,40069,20.5,2013
11595,OK,40,40071,19.6,2013
11596,OK,40,40073,10.4,2013
11597,OK,40,40075,21.5,2013
11598,OK,40,40077,19.2,2013
11599,OK,40,40079,24.3,2013
11600,OK,40,40081,15.8,2013
11601,OK,40,40083,12.8,2013
11602,OK,40,40085,14.7,2013
11603,OK,40,40087,10.0,2013
11604,OK,40,40089,25.4,2013
11605,OK,40,40091,18.8,2013
11606,OK,40,40093,12.0,2013
11607,OK,40,40095,19.2,2013
11608,OK,40,40097,20.0,2013
11609,OK,40,40099,15.1,2013
11610,OK,40,40101,19.9,2013
11611,OK,40,40103,13.4,2013
11612,OK,40,40105,18.2,2013
11613,OK,40,40107,25.3,2013
11614,OK,40,40109,17.5,2013
11615,OK,40,40111,19.7,2013
11616,OK,40,40113,14.0,2013
11617,OK,40,40115,22.6,2013
11618,OK,40,40117,15.4,2013
11619,OK,40,40119,23.0,2013
11620,OK,40,40121,18.1,2013
11621,OK,40,40123,20.5,2013
11622,OK,40,40125,19.0,2013
11623,OK,40,40127,24.4,2013
11624,OK,40,40129,12.2,2013
11625,OK,40,40131,9.2,2013
11626,OK,40,40133,23.7,2013
11627,OK,40,40135,25.0,2013
11628,OK,40,40137,15.9,2013
11629,OK,40,40139,13.7,2013
11630,OK,40,40141,22.1,2013
11631,OK,40,40143,15.7,2013
11632,OK,40,40145,11.5,2013
11633,OK,40,40147,13.8,2013
11634,OK,40,40149,15.6,2013
11635,OK,40,40151,14.4,2013
11636,OK,40,40153,14.6,2013
11637,OR,41,41001,14.5,2013
11638,OR,41,41003,20.8,2013
11639,OR,41,41005,9.7,2013
11640,OR,41,41007,16.7,2013
11641,OR,41,41009,11.8,2013
11642,OR,41,41011,19.6,2013
11643,OR,41,41013,17.4,2013
11644,OR,41,41015,18.7,2013
11645,OR,41,41017,15.2,2013
11646,OR,41,41019,19.5,2013
11647,OR,41,41021,11.9,2013
11648,OR,41,41023,18.0,2013
11649,OR,41,41025,18.1,2013
11650,OR,41,41027,14.8,2013
11651,OR,41,41029,18.7,2013
11652,OR,41,41031,21.8,2013
11653,OR,41,41033,19.4,2013
11654,OR,41,41035,18.2,2013
11655,OR,41,41037,20.9,2013
11656,OR,41,41039,21.1,2013
11657,OR,41,41041,20.1,2013
11658,OR,41,41043,19.0,2013
11659,OR,41,41045,29.4,2013
11660,OR,41,41047,18.8,2013
11661,OR,41,41049,16.8,2013
11662,OR,41,41051,18.2,2013
11663,OR,41,41053,18.3,2013
11664,OR,41,41055,17.1,2013
11665,OR,41,41057,16.6,2013
11666,OR,41,41059,17.1,2013
11667,OR,41,41061,19.4,2013
11668,OR,41,41063,15.1,2013
11669,OR,41,41065,17.2,2013
11670,OR,41,41067,10.9,2013
11671,OR,41,41069,22.6,2013
11672,OR,41,41071,14.3,2013
11673,PA,42,42001,9.5,2013
11674,PA,42,42003,13.5,2013
11675,PA,42,42005,14.7,2013
11676,PA,42,42007,11.3,2013
11677,PA,42,42009,13.5,2013
11678,PA,42,42011,14.0,2013
11679,PA,42,42013,16.2,2013
11680,PA,42,42015,13.5,2013
11681,PA,42,42017,6.4,2013
11682,PA,42,42019,9.4,2013
11683,PA,42,42021,16.2,2013
