lat,lon,coordinates_id
32.085789,-110.773676,567
32.088957,-110.774804,568
32.08947,-110.776233,569
32.162498,-110.990221,570
32.125995,-110.874069,571
32.16395,-110.990018,573
32.089349,-110.774297,574
32.1625,-110.989111,575
31.961704,-110.346204,631
31.963006,-110.346681,633
31.970316,-110.313122,634
31.969512,-110.305125,635
31.966902,-110.288686,636
31.970046,-110.308246,637
32.089028,-110.773501,647
32.103818,-110.773101,650
32.118584,-110.798135,741
32.139363,-110.767765,746
32.13374,-110.885829,747
30.31002,-104.019759,769
30.359835,-103.655704,774
30.360638,-103.653404,775
31.034568,-104.85556,777
31.036111,-104.8302,778
31.036008,-104.830011,779
31.509605,-106.149595,780
31.517232,-106.135266,781
31.594141,-106.273164,782
31.600486,-106.275206,783
31.650314,-106.286336,785
31.649324,-106.277041,786
31.654487,-106.289967,787
31.653099,-106.268954,789
31.65313,-106.269276,790
31.661264,-106.305359,792
31.657883,-106.242447,793
31.661556,-106.237438,794
31.680615,-106.313786,795
31.681176,-106.312667,796
31.692377,-106.327486,804
31.693622,-106.331627,805
31.692195,-106.328033,806
31.695727,-106.337568,809
31.700222,-106.339392,817
31.68945,-106.264808,820
31.690774,-106.260976,821
31.703308,-106.318786,822
31.703964,-106.320059,823
31.692101,-106.260936,825
31.704238,-106.317708,826
31.682638,-106.20094,827
31.682225,-106.201123,828
31.70553,-106.318775,829
31.682425,-106.199331,830
31.705403,-106.31711,831
31.706542,-106.316649,834
31.705977,-106.315432,835
31.70669,-106.318364,836
31.682039,-106.187993,837
31.683606,-106.188325,839
31.6987,-106.238488,847
31.753221,-106.485542,850
31.753389,-106.489339,851
31.728499,-106.349038,852
31.732762,-106.36814,853
31.733215,-106.368712,854
31.729004,-106.346571,855
31.754915,-106.487294,856
31.754924,-106.488288,857
31.755277,-106.488681,858
31.755812,-106.48643,859
31.72493,-106.306106,860
31.724173,-106.302174,861
31.726215,-106.303439,862
31.741714,-106.378125,863
31.72652,-106.3021,864
30.144134,-102.406091,868
28.707267,-100.502881,872
28.699388,-100.484876,873
28.686579,-100.472935,874
28.706482,-100.488057,875
28.705637,-100.485153,876
28.706173,-100.48439,877
28.701273,-100.481235,878
28.708442,-100.485501,879
28.705708,-100.483453,880
28.67052,-100.454577,881
28.707195,-100.483093,882
28.708424,-100.483597,883
28.707956,-100.483643,884
28.709527,-100.479635,885
28.714025,-100.483412,886
28.709408,-100.476952,887
28.739552,-100.496595,888
28.73923,-100.496834,889
28.740843,-100.497067,890
28.719484,-100.477106,891
28.752274,-100.49675,892
29.369,-100.899,893
29.375856,-100.90218,894
29.377531,-100.903484,895
29.379029,-100.904245,896
29.380093,-100.903769,897
29.381361,-100.904646,898
29.369028,-100.889321,899
29.369686,-100.886945,900
29.389009,-100.90577,901
29.392486,-100.905828,902
29.390525,-100.903366,903
29.393142,-100.904358,904
29.393867,-100.903713,905
29.395931,-100.903463,906
29.395746,-100.90177,907
27.501967,-99.51186,908
27.501546,-99.511416,909
27.501533,-99.511415,910
27.437516,-99.481738,911
27.502071,-99.507781,912
27.505474,-99.508682,913
27.505578,-99.507634,914
27.504511,-99.505432,915
27.446776,-99.477365,916
27.509055,-99.504268,917
27.451115,-99.478584,918
27.511295,-99.504309,919
27.447132,-99.476212,920
27.509364,-99.503894,921
27.506547,-99.502535,922
27.453624,-99.476829,923
27.452891,-99.475531,924
27.516834,-99.5038,925
26.89419,-99.263638,926
26.896792,-99.263412,927
27.462845,-99.476361,928
27.523853,-99.50415,929
27.508684,-99.493652,930
27.530736,-99.50394,931
27.473745,-99.476438,932
27.535313,-99.504051,933
27.538781,-99.503882,934
27.522139,-99.496002,935
27.542448,-99.503784,936
27.543593,-99.503834,937
27.543988,-99.503819,938
27.477254,-99.473981,939
27.546055,-99.504007,940
27.548992,-99.5037,941
27.54586,-99.501762,942
27.553579,-99.504981,943
27.452469,-99.45879,944
27.551125,-99.501392,945
27.50634,-99.481789,946
27.506847,-99.480194,947
27.552212,-99.500544,948
27.525318,-99.487434,952
27.490795,-99.471199,953
27.562035,-99.502274,954
27.506857,-99.477592,955
27.517971,-99.480064,956
26.403088,-99.015045,959
26.402255,-99.011424,960
26.401713,-99.006269,961
26.403586,-98.991884,962
26.408374,-98.97497,971
26.409059,-98.956468,988
27.506171,-99.47283,1004
27.506119,-99.472458,1006
27.503257,-99.469858,1008
27.472232,-99.447668,1010
27.53105,-99.482086,1015
27.511423,-99.467728,1017
27.511934,-99.467728,1018
27.531036,-99.480613,1019
27.566605,-99.501897,1020
27.567432,-99.502138,1021
27.541449,-99.483886,1022
27.541878,-99.483798,1023
27.530289,-99.476003,1024
27.566547,-99.499146,1025
27.543763,-99.483701,1026
27.494621,-99.449744,1027
27.531058,-99.473582,1028
27.586148,-99.510903,1029
27.545091,-99.482041,1030
27.567307,-99.497103,1031
27.585812,-99.509337,1032
27.589945,-99.512243,1033
27.590466,-99.512399,1034
27.591158,-99.512749,1035
27.527411,-99.468414,1036
27.530224,-99.46769,1037
27.613844,-99.523922,1038
27.503394,-99.447184,1039
27.614059,-99.522778,1040
27.555676,-99.479118,1041
27.494805,-99.43794,1042
27.515879,-99.449621,1043
27.517322,-99.449903,1044
27.518043,-99.449139,1045
27.518847,-99.449012,1046
27.49483,-99.432798,1047
27.492775,-99.429804,1048
27.529469,-99.444105,1049
27.574137,-99.47467,1050
27.573366,-99.473952,1051
27.572465,-99.47216,1052
27.573036,-99.472092,1053
27.574761,-99.472852,1054
27.575224,-99.469307,1055
26.370927,-98.860629,1064
26.399629,-98.85341,1065
26.378242,-98.810549,1066
26.37111,-98.799253,1067
26.370392,-98.798329,1068
26.371368,-98.798339,1069
26.368472,-98.794938,1070
26.36961,-98.794841,1071
26.364581,-98.791519,1072
26.362947,-98.78812,1073
26.306136,-98.640299,1074
26.272465,-98.553172,1091
26.248139,-98.475343,1169
26.247978,-98.473838,1170
26.246673,-98.471671,1171
26.245679,-98.455793,1172
26.246205,-98.443055,1173
26.241459,-98.434017,1174
26.235553,-98.392779,1175
26.101695,-98.267553,1176
26.105259,-98.2664,1177
26.232716,-98.371178,1178
26.107552,-98.261238,1179
26.21546,-98.349759,1180
26.232019,-98.362083,1181
26.231367,-98.361471,1182
26.107534,-98.256772,1183
26.201387,-98.332442,1184
26.200242,-98.32784,1185
26.201619,-98.327039,1186
26.201431,-98.32431,1187
26.215343,-98.335571,1188
26.155011,-98.28181,1189
26.099567,-98.236703,1190
26.232196,-98.344282,1191
26.199663,-98.311325,1192
26.216499,-98.324631,1193
26.265718,-98.368578,1194
26.221567,-98.325111,1195
26.214077,-98.317037,1196
26.214114,-98.315979,1197
26.097642,-98.220435,1198
26.264255,-98.357448,1199
26.229465,-98.325228,1200
26.230029,-98.323821,1201
26.150059,-98.255311,1202
26.194468,-98.289133,1203
26.193835,-98.286829,1204
26.194481,-98.284411,1205
26.19628,-98.285086,1206
26.21101,-98.29745,1207
26.200722,-98.286959,1208
26.196181,-98.283006,1209
26.196232,-98.282141,1210
26.092715,-98.200081,1211
26.164548,-98.252574,1212
26.211837,-98.291767,1213
26.19506,-98.276705,1214
26.151108,-98.239647,1215
26.210317,-98.287259,1216
26.209873,-98.28562,1217
26.19529,-98.273064,1218
26.224848,-98.292316,1219
26.194106,-98.264347,1220
26.291771,-98.351341,1221
26.132978,-98.214584,1222
26.195569,-98.264074,1223
26.257687,-98.316762,1224
26.258793,-98.317698,1225
26.25838,-98.316862,1226
26.25756,-98.316088,1227
26.258399,-98.3157,1228
26.196909,-98.261572,1229
26.224459,-98.283264,1230
26.22424,-98.277476,1231
26.194751,-98.252315,1232
26.325139,-98.370752,1233
26.207522,-98.260976,1234
26.19166,-98.247047,1235
26.12735,-98.194896,1236
26.130713,-98.194359,1237
26.184369,-98.236018,1238
26.185894,-98.235758,1239
26.18647,-98.232376,1242
26.187968,-98.233232,1243
26.220066,-98.259847,1244
26.219955,-98.258768,1245
26.205,-98.244682,1246
25.902357,-97.496421,1247
25.89543,-97.479854,1248
25.901025,-97.490918,1249
25.901054,-97.489706,1250
25.901408,-97.489737,1251
25.894496,-97.474822,1252
25.926889,-97.522377,1253
25.893775,-97.447317,1254
25.923928,-97.511109,1255
25.926511,-97.511685,1256
25.910493,-97.475554,1257
25.911013,-97.474642,1258
25.911314,-97.474443,1259
25.902712,-97.456112,1260
25.911202,-97.472816,1261
25.929104,-97.511456,1262
25.907108,-97.462419,1263
25.921293,-97.491451,1264
25.940743,-97.537134,1265
25.922512,-97.490227,1266
25.922318,-97.486035,1267
25.916421,-97.471285,1268
25.922109,-97.483318,1269
25.921983,-97.479894,1270
25.931305,-97.498936,1271
25.920822,-97.473762,1272
25.919916,-97.46697,1273
25.9245,-97.476728,1274
25.92148,-97.469417,1275
25.940307,-97.510852,1276
25.921182,-97.467611,1277
25.936334,-97.499082,1278
25.919228,-97.460317,1279
25.917955,-97.456853,1280
25.936919,-97.49741,1281
25.936252,-97.495312,1283
25.935191,-97.486521,1284
25.932255,-97.474759,1285
25.924974,-97.45812,1286
25.948662,-97.508082,1287
25.962478,-97.539079,1288
25.948401,-97.504126,1289
25.951286,-97.508177,1290
25.951066,-97.506137,1291
25.949963,-97.502876,1292
25.949902,-97.501637,1293
25.951903,-97.504637,1294
25.958125,-97.506861,1297
25.949675,-97.486657,1298
25.95023,-97.4851,1299
25.951276,-97.487236,1300
25.952246,-97.489258,1301
25.932267,-97.445771,1302
25.950362,-97.483823,1303
25.952249,-97.486371,1304
25.940624,-97.46071,1305
25.952834,-97.486252,1306
25.950416,-97.480076,1307
25.963371,-97.508069,1309
25.967988,-97.514972,1310
25.968896,-97.514463,1311
25.968374,-97.512111,1312
25.969598,-97.514743,1313
25.968809,-97.51236,1314
25.975719,-97.520413,1315
25.978275,-97.520302,1316
25.978498,-97.519487,1317
25.978626,-97.518941,1318
25.980333,-97.516192,1319
25.943677,-97.426813,1320
25.944345,-97.427276,1321
25.944527,-97.426756,1322
26.076551,-97.950175,1323
26.050901,-97.735531,1324
26.026092,-97.629502,1325
25.981768,-97.50332,1326
25.979585,-97.497966,1327
25.980557,-97.493716,1328
25.98178,-97.484727,1329
26.087712,-97.95105,1330
25.954326,-97.418482,1331
26.015736,-97.531427,1332
26.016421,-97.530649,1333
26.100567,-97.950935,1334
26.02774,-97.531395,1336
26.055635,-97.562253,1339
26.091091,-97.164315,1343
26.099412,-97.16574,1344
26.107538,-97.169,1345
26.114227,-97.168992,1346
26.069324,-97.222501,1347
26.122378,-97.170646,1348
26.074618,-97.224405,1349
26.072838,-97.226699,1350
26.138521,-97.170785,1351
26.092829,-97.285879,1353
26.071317,-97.475067,1434
26.072058,-97.475029,1435
26.072176,-97.479567,1436
26.071971,-97.48648,1439
26.0723,-97.491406,1440
26.1287,-97.46758,1535
29.450357,-90.592704,1542
29.468078,-90.323644,1543
29.468932,-90.323969,1544
29.467584,-90.311266,1545
29.582393,-90.744872,1546
29.57887,-90.72375,1547
29.57168,-90.68364,1548
29.586249,-90.743986,1549
29.58873,-90.74362,1550
29.589452,-90.74316,1551
29.578112,-90.689133,1553
29.578258,-90.689542,1554
29.579872,-90.690939,1555
29.580443,-90.692854,1556
29.58083,-90.69211,1557
29.58147,-90.69375,1558
29.681865,-91.269226,1559
29.590467,-90.730463,1560
29.582766,-90.694675,1561
29.582115,-90.69183,1562
29.591729,-90.734739,1563
29.683192,-91.265183,1564
29.594288,-90.741116,1565
29.683251,-91.262535,1566
29.587291,-90.706384,1567
29.683996,-91.267403,1568
29.584552,-90.692615,1570
29.684907,-91.256797,1571
29.5972,-90.71421,1572
29.606612,-90.74646,1573
29.607817,-90.746705,1574
29.608074,-90.748035,1575
29.60769,-90.7466,1576
29.593373,-90.676582,1577
29.6108,-90.754092,1578
29.610239,-90.751394,1579
29.61156,-90.7554,1580
29.609216,-90.74354,1581
29.613261,-90.755965,1582
29.615487,-90.757091,1583
29.616702,-90.758359,1584
29.510854,-90.331699,1585
29.694341,-91.187301,1586
29.697581,-91.196307,1587
29.697946,-91.19646,1588
29.620258,-90.747511,1589
29.699128,-91.197117,1590
29.700359,-91.204512,1591
29.701169,-91.20045,1592
29.623054,-90.749002,1594
29.702871,-91.202781,1595
29.626639,-90.751739,1596
29.632834,-90.758954,1597
29.633798,-90.759458,1598
29.63472,-90.7559,1599
29.548382,-90.344376,1601
29.551688,-90.348776,1602
29.551176,-90.347877,1603
29.674308,-90.779727,1609
29.676987,-90.782183,1610
29.680989,-90.782422,1612
29.682024,-90.783047,1613
29.807755,-91.508025,1614
29.808321,-91.509954,1615
29.808888,-91.510348,1616
29.83609,-91.544133,1620
29.692543,-90.55161,1621
29.693332,-90.552651,1622
29.698678,-90.558841,1623
29.704541,-90.567191,1624
29.7296,-90.605979,1625
29.778904,-90.805946,1627
29.78056,-90.807989,1628
29.782719,-90.807785,1629
29.789397,-90.804692,1630
29.802107,-90.849588,1631
29.797435,-90.818098,1632
29.798571,-90.817325,1633
29.800981,-90.817744,1634
29.801276,-90.817982,1635
29.803678,-90.816228,1636
29.713246,-90.109981,1686
29.746836,-90.022045,1695
29.853913,-90.104075,1716
29.858324,-89.989278,1720
29.804478,-90.817131,1721
29.804803,-90.816031,1722
29.805514,-90.816831,1723
29.860423,-89.993805,1724
29.862615,-89.996802,1726
29.809081,-90.817909,1727
29.810666,-90.815646,1728
29.865304,-90.000687,1729
29.870934,-90.047624,1766
29.881902,-90.02308,1769
29.87472,-90.04716,1770
29.883242,-90.024322,1771
29.875132,-90.05034,1772
29.876213,-90.049047,1773
29.876513,-90.048842,1774
29.868913,-90.076505,1775
29.880515,-90.05101,1776
29.871745,-90.081406,1777
29.889644,-90.031482,1779
29.874618,-90.093693,1786
29.887376,-90.0552,1787
29.874517,-90.09653,1788
29.874568,-90.097088,1789
29.875642,-90.093445,1790
29.888576,-90.055865,1791
29.888997,-90.056302,1793
29.889565,-90.057715,1795
29.876333,-90.097924,1796
29.899917,-90.029905,1798
29.87481,-90.104199,1799
29.874755,-90.10509,1800
29.934509,-89.921875,1802
29.934692,-89.922313,1803
29.874516,-90.112508,1804
29.879562,-90.098115,1805
29.875482,-90.110394,1807
29.893283,-90.058956,1808
29.894174,-90.059601,1810
29.904234,-90.030493,1811
29.894564,-90.059724,1812
29.909606,-90.019723,1815
29.897175,-90.062528,1818
29.903614,-90.05134,1820
29.938025,-89.949339,1821
29.919917,-90.011109,1823
29.920079,-90.011617,1824
29.895292,-90.088907,1825
29.911855,-90.040069,1826
29.92116,-90.01357,1827
29.892756,-90.099502,1828
26.661389,-82.212778,1829
26.80265,-82.27608,1830
26.939955,-82.349274,1831
26.958877,-82.352478,1832
26.938331,-82.338814,1833
26.937838,-82.336441,1834
27.070868,-82.423307,1835
27.06422,-82.418507,1836
27.072206,-82.42302,1837
27.05557,-82.41105,1838
27.05595,-82.411103,1839
26.438873,-82.066046,1840
27.077288,-82.424454,1841
27.100146,-82.438433,1842
27.125183,-82.454211,1843
27.107651,-82.438499,1844
27.047854,-82.39594,1845
27.13731,-82.459179,1846
27.104931,-82.435369,1847
24.55888,-81.8063,1848
27.050328,-82.395705,1849
27.106073,-82.434893,1850
27.276206,-82.564056,1852
24.557956,-81.806252,1853
24.559057,-81.805847,1854
24.559593,-81.805724,1855
24.558987,-81.805621,1856
27.141426,-82.459087,1857
24.557126,-81.803583,1858
27.050308,-82.391682,1859
27.266439,-82.55227,1860
24.560609,-81.802559,1861
27.050417,-82.390676,1862
27.050359,-82.388275,1863
26.933899,-82.309204,1864
24.551022,-81.79891,1865
27.317644,-82.578042,1866
24.559424,-81.784206,1867
27.465101,-82.69725,1868
27.261861,-82.523383,1869
27.258575,-82.519279,1870
27.259847,-82.520048,1871
24.560301,-81.780278,1872
27.228949,-82.494791,1873
27.236396,-82.500484,1874
24.560415,-81.779612,1875
27.233363,-82.495099,1876
24.56208,-81.77688,1877
27.261173,-82.515833,1878
27.260925,-82.51532,1879
27.234312,-82.494366,1880
27.136943,-82.418722,1881
24.564621,-81.771767,1882
24.568496,-81.769707,1883
27.270997,-82.514596,1884
27.271952,-82.514585,1885
27.294059,-82.529927,1886
27.529105,-82.735319,1887
24.570788,-81.763828,1888
27.106316,-82.385858,1889
27.105596,-82.385343,1890
27.106459,-82.385337,1891
27.105301,-82.383651,1892
27.299174,-82.530028,1893
27.1073,-82.383606,1894
24.571806,-81.756864,1895
27.268845,-82.498736,1896
24.57149,-81.754575,1897
24.560967,-81.750391,1898
27.318907,-82.529284,1899
27.33551,-82.540527,1900
27.336385,-82.538255,1901
27.268776,-82.483482,1902
27.327267,-82.529795,1903
27.328733,-82.530122,1904
27.335844,-82.534637,1905
27.462456,-82.641685,1906
24.573676,-81.739717,1907
26.932249,-82.239739,1908
27.335875,-82.528016,1909
27.463045,-82.634539,1910
24.569341,-81.734343,1911
27.34328,-82.530638,1912
27.370556,-82.553179,1913
27.298363,-82.493913,1914
27.344128,-82.530599,1915
27.298255,-82.49303,1916
27.463616,-82.627986,1917
27.351908,-82.530895,1918
27.34438,-82.524537,1919
27.268682,-82.463253,1920
27.394936,-82.563045,1921
26.932721,-82.225878,1922
26.934017,-82.225879,1923
24.594591,-81.662544,1944
25.952953,-81.72745,1946
26.141521,-81.799964,1947
26.156971,-81.796404,1948
26.134319,-81.777512,1949
26.131922,-81.772923,1950
26.130006,-81.771642,1951
26.169849,-81.796619,1952
26.129304,-81.769301,1955
26.16948,-81.794281,1956
26.169738,-81.794054,1957
26.171387,-81.791098,1958
26.115634,-81.754921,1959
26.197881,-81.800726,1961
26.197785,-81.799616,1962
26.199415,-81.800615,1963
26.162675,-81.7665,1964
26.063651,-81.702563,1965
26.066057,-81.70224,1966
26.057015,-81.697015,1967
26.064943,-81.700597,1968
26.061791,-81.697995,1969
26.255428,-81.801683,1970
26.253672,-81.799072,1971
26.451125,-81.951783,1972
26.210661,-81.769487,1973
26.210453,-81.768843,1974
26.26125,-81.802011,1975
26.219682,-81.773293,1976
26.213836,-81.769094,1977
26.219092,-81.770962,1978
26.264822,-81.801713,1979
26.21753,-81.768928,1980
26.218482,-81.769278,1981
26.089281,-81.687944,1982
26.273252,-81.802207,1983
26.494122,-81.974292,1984
26.156731,-81.720071,1985
26.209717,-81.750079,1986
26.270831,-81.788074,1987
26.295358,-81.804419,1988
26.210971,-81.740819,1989
26.272048,-81.771462,1991
26.562334,-82.008929,1992
26.271978,-81.770647,1993
26.212147,-81.730113,1994
26.562235,-82.007088,1995
26.324383,-81.806517,1996
26.494498,-81.943862,1997
26.149145,-81.689069,1998
26.180259,-81.707561,1999
26.327297,-81.806394,2000
26.181307,-81.707295,2001
26.325682,-81.804919,2002
26.32806,-81.806438,2003
26.328699,-81.806466,2004
26.150738,-81.687683,2005
26.327466,-81.805035,2006
26.493494,-81.938858,2007
26.155264,-81.689067,2008
26.155386,-81.688206,2009
26.182985,-81.702142,2010
26.312241,-81.788008,2011
26.50825,-81.945328,2012
26.3477,-81.805177,2013
26.350539,-81.806972,2014
26.519325,-81.943063,2015
26.270894,-81.746475,2016
26.609066,-82.026123,2017
26.273632,-81.746504,2018
26.187736,-81.687837,2019
24.715626,-81.079154,2041
24.716467,-81.073339,2042
24.718199,-81.067196,2043
26.190863,-81.687734,2078
26.193461,-81.687559,2079
26.197423,-81.687376,2082
24.9224,-80.630087,2091
26.244526,-81.694293,2095
26.242604,-81.624674,2099
26.272204,-81.739397,2103
26.272187,-81.738792,2104
26.272597,-81.691158,2106
26.274003,-81.693178,2107
26.274021,-81.683587,2108
25.004693,-80.522602,2114
25.168542,-80.376667,2118
25.112375,-80.422917,2119
25.096444,-80.439224,2120
25.094646,-80.441166,2121
25.092308,-80.442751,2122
25.08698,-80.44858,2123
25.442578,-80.474489,2126
25.478068,-80.432491,2127
25.478012,-80.433065,2128
25.477005,-80.434637,2129
25.443986,-80.475575,2130
25.445658,-80.475608,2131
25.446594,-80.475513,2133
25.447004,-80.475541,2134
25.496986,-80.411161,2135
25.499272,-80.411251,2136
25.500109,-80.410118,2137
25.499222,-80.411901,2138
25.4812,-80.4388,2139
25.476871,-80.445957,2140
25.500878,-80.412703,2141
25.457668,-80.473113,2142
25.479932,-80.463603,2143
25.485196,-80.459808,2144
25.484833,-80.461269,2145
25.486598,-80.459611,2146
25.487809,-80.458401,2147
25.476907,-80.472766,2148
25.476905,-80.474226,2149
25.499114,-80.446715,2150
25.475647,-80.477103,2151
25.550295,-80.37156,2152
25.51559,-80.429843,2153
25.515018,-80.430801,2154
25.517806,-80.428096,2155
25.519399,-80.426093,2156
25.578899,-80.33362,2157
25.559672,-80.371661,2158
25.57895,-80.333735,2159
25.578142,-80.336223,2160
25.576898,-80.338895,2161
25.571529,-80.372683,2162
25.574951,-80.368233,2163
25.575619,-80.367881,2164
25.572014,-80.375406,2166
25.572456,-80.375019,2167
25.579263,-80.367246,2168
25.578728,-80.368745,2169
25.578911,-80.368748,2170
25.584553,-80.363292,2171
25.590719,-80.358822,2172
25.595722,-80.354918,2173
25.597908,-80.354118,2174
25.598125,-80.353944,2175
25.599776,-80.354236,2176
25.600891,-80.35239,2177
25.598779,-80.3568,2178
25.594683,-80.365208,2179
25.592446,-80.378285,2180
25.592009,-80.379874,2181
25.592621,-80.379175,2182
25.535003,-80.478649,2183
25.614243,-80.347298,2184
25.620284,-80.344577,2185
25.628312,-80.340945,2186
25.628701,-80.340335,2187
25.636064,-80.336227,2188
25.598175,-80.413963,2189
25.640781,-80.334976,2190
25.643598,-80.333974,2191
25.643882,-80.33551,2192
25.697965,-80.163592,2193
25.647365,-80.33198,2194
25.628045,-80.375387,2195
25.627931,-80.376017,2196
25.626826,-80.381581,2197
25.646055,-80.340476,2198
25.647858,-80.337078,2199
25.652892,-80.329449,2200
25.627534,-80.386739,2201
25.62631,-80.395792,2202
25.623868,-80.4136,2203
25.625914,-80.412404,2204
25.625899,-80.413139,2205
25.625807,-80.415502,2206
25.671693,-80.322061,2207
25.67232,-80.322717,2208
25.680801,-80.316546,2209
25.683248,-80.313447,2210
25.683707,-80.313375,2211
25.774269,-80.132299,2213
25.77105,-80.135082,2214
25.778807,-80.133065,2215
25.780314,-80.132542,2216
